row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,,,,
Vay và nợ,Tại ngày 31/12/2016 > Vay và nợ,Vay và nợ,150.804.092.955,-,252.116.927.253,402.921.020.208,150804092955.0,,252116927253.0,402921020208.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2016 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",247.003.520.559,15.076.317.517,-,262.079.838.076,247003520559.0,15076317517.0,,262079838076.0
Chi phí phải trả,Tại ngày 31/12/2016 > Chi phí phải trả,Chi phí phải trả,42.154.024.639,-,-,42.154.024.639,42154024639.0,,,42154024639.0
,,,439.961.638.153,15.076.317.517,252.116.927.253,707.154.882.923,439961638153.0,15076317517.0,252116927253.0,707154882923.0
Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,,,,
Vay và nợ,Tại ngày 01/01/2016 > Vay và nợ,Vay và nợ,146.156.884.083,-,651.618.449.710,797.775.333.793,146156884083.0,,651618449710.0,797775333793.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2016 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",768.927.897.002,16.549.161.000,,785.477.058.002,768927897002.0,16549161000.0,,785477058002.0
Chi phí phải trả,Tại ngày 01/01/2016 > Chi phí phải trả,Chi phí phải trả,43.801.574.964,,,43.801.574.964,43801574964.0,,,43801574964.0
,,,958.886.356.049,16.549.161.000,651.618.449.710,1.627.053.966.759,958886356049.0,16549161000.0,651618449710.0,1627053966759.0
