row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Mối quan hệ,VND,VND,,,
Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,,,
- Công ty CP Cao su Tây Ninh,Cổ tức lợi nhuận được chia > - Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,13.500.000.000,58.500.000.000,,13500000000.0,58500000000.0
- Công ty CP Kho Vận và Dịch Vụ hàng hóa Cao su,Cổ tức lợi nhuận được chia > - Công ty CP Kho Vận và Dịch Vụ hàng hóa Cao su,- Công ty CP Kho Vận và Dịch Vụ hàng hóa Cao su,Công ty liên kết,-,8.640.000.000,,,8640000000.0
- Công ty CP Cao su Bến Thành,Cổ tức lợi nhuận được chia > - Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty liên kết,5.441.092.200,4.231.960.600,,5441092200.0,4231960600.0
- Công ty CP Cao su Đồng Phú,Cổ tức lợi nhuận được chia > - Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,108.000.000.000,72.000.000.000,,108000000000.0,72000000000.0
- Công ty CP Cao su Hòa Bình,Cổ tức lợi nhuận được chia > - Công ty CP Cao su Hòa Bình,- Công ty CP Cao su Hòa Bình,Công ty con,33.264.000.000,38.016.000.000,,33264000000.0,38016000000.0
- Công ty CP Cao su Phước Hòa,Cổ tức lợi nhuận được chia > - Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,27.079.203.000,189.554.421.000,,27079203000.0,189554421000.0
- Công ty CP Cơ Khí Cao su,Cổ tức lợi nhuận được chia > - Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,Công ty con,972.000.000,972.000.000,,972000000.0,972000000.0
- Công ty CP Gỗ MDF VRG Quảng Trị,Cổ tức lợi nhuận được chia > - Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,-,28.883.452.010,,,28883452010.0
- Công ty CP Khu Công nghiệp Hồ Nai,Cổ tức lợi nhuận được chia > - Công ty CP Khu Công nghiệp Hồ Nai,- Công ty CP Khu Công nghiệp Hồ Nai,Công ty con,4.214.784.000,7.526.400.000,,4214784000.0,7526400000.0
- Công ty CP Khu Công Nghiệp Nam Tân Uyền,Cổ tức lợi nhuận được chia > - Công ty CP Khu Công Nghiệp Nam Tân Uyền,- Công ty CP Khu Công Nghiệp Nam Tân Uyền,Công ty liên kết,10.781.100.000,8.820.900.000,,10781100000.0,8820900000.0
- Công ty CP Thẻ Thao Ngõi Sao Geru,Cổ tức lợi nhuận được chia > - Công ty CP Thẻ Thao Ngõi Sao Geru,- Công ty CP Thẻ Thao Ngõi Sao Geru,Công ty con,849.840.000,708.200.000,,849840000.0,708200000.0
- Công ty CP Thủy diện GERUCO Sông Côn,Cổ tức lợi nhuận được chia > - Công ty CP Thủy diện GERUCO Sông Côn,- Công ty CP Thủy diện GERUCO Sông Côn,Công ty con,11.475.000.000,7.650.000.000,,11475000000.0,7650000000.0
- Công ty CP VRG - Bảo Lộc,Cổ tức lợi nhuận được chia > - Công ty CP VRG - Bảo Lộc,- Công ty CP VRG - Bảo Lộc,Công ty con,29.572.176.000,12.937.827.000,,29572176000.0,12937827000.0
- Công ty CP Xây dựng - Địa ốc Cao su,Cổ tức lợi nhuận được chia > - Công ty CP Xây dựng - Địa ốc Cao su,- Công ty CP Xây dựng - Địa ốc Cao su,Công ty liên kết,-,1.013.625.000,,,1013625000.0
- Công ty CP Xây dựng và Tư Văn Đầu tư,Cổ tức lợi nhuận được chia > - Công ty CP Xây dựng và Tư Văn Đầu tư,- Công ty CP Xây dựng và Tư Văn Đầu tư,Công ty liên kết,-,287.091.000,,,287091000.0
Công ty CP VRG Khải Hoàn,Cổ tức lợi nhuận được chia > Công ty CP VRG Khải Hoàn,Công ty CP VRG Khải Hoàn,Công ty con,,19.242.080.000,,,19242080000.0
- Công ty CP Đầu Tư Sài Gòn VRG,Cổ tức lợi nhuận được chia > - Công ty CP Đầu Tư Sài Gòn VRG,- Công ty CP Đầu Tư Sài Gòn VRG,Công ty nhận đầu tư,11.207.942.400,-,,11207942400.0,
- Công ty CP Đầu tư và Phát triển VRG Long Thành,Cổ tức lợi nhuận được chia > - Công ty CP Đầu tư và Phát triển VRG Long Thành,- Công ty CP Đầu tư và Phát triển VRG Long Thành,Công ty liên kết,2.640.000.000,-,,2640000000.0,
- Công ty CP Chế biến Gỗ Thuận An,Cổ tức lợi nhuận được chia > - Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,Công ty nhận đầu tư,1.117.666.000,-,,1117666000.0,
- Công ty CP VRG Đắk Nông,Cổ tức lợi nhuận được chia > - Công ty CP VRG Đắk Nông,- Công ty CP VRG Đắk Nông,Công ty con,1.977.980.877,-,,1977980877.0,
- Công ty CP Xi măng Fico Tây Ninh,Cổ tức lợi nhuận được chia > - Công ty CP Xi măng Fico Tây Ninh,- Công ty CP Xi măng Fico Tây Ninh,Công ty nhận đầu tư,8.160.000.000,-,,8160000000.0,
- Công ty CP Du lịch Quốc tế Vũng Tàu,Cổ tức lợi nhuận được chia > - Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,Công ty nhận đầu tư,246.400.000,-,,246400000.0,
- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,Cổ tức lợi nhuận được chia > - Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,Công ty nhận đầu tư,1.627.918.800,-,,1627918800.0,
- Công ty CP MDF VRG - Dongwha,Cổ tức lợi nhuận được chia > - Công ty CP MDF VRG - Dongwha,- Công ty CP MDF VRG - Dongwha,Công ty liên kết,13.230.000.000,171.500.000.000,,13230000000.0,171500000000.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,,,
- Công ty CP Cao su Phú Riềng Kratie,Lãi cho vay > - Công ty CP Cao su Phú Riềng Kratie,- Công ty CP Cao su Phú Riềng Kratie,Công ty liên kết,-,9.418.820.061,,,9418820061.0
- Công ty CP Cơ Khí Cao su,Lãi cho vay > - Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,Công ty con,20.983.333,420.833.334,,20983333.0,420833334.0
