row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,798.280.448.937,275.127.676.086,798280448937.0,275127676086.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,1.834.423.962,3.164.702.690,1834423962.0,3164702690.0
- Chi phí không hợp lệ,Thuế TNDN từ hoạt động kinh doanh chính > - Chi phí không hợp lệ,- Chi phí không hợp lệ,825.922.816,588.987.975,825922816.0,588987975.0
- Lỗ CLTG do đánh giá lại khoản mục tiền tệ cuối năm trước,Thuế TNDN từ hoạt động kinh doanh chính > - Lỗ CLTG do đánh giá lại khoản mục tiền tệ cuối năm trước,- Lỗ CLTG do đánh giá lại khoản mục tiền tệ cuối năm trước,1.008.501.146,2.575.714.715,1008501146.0,2575714715.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(587.263.146.634),(1.007.736.414.950),-587263146634.0,-1007736414950.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kinh doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(292.931.946.357),(677.411.573.810),-292931946357.0,-677411573810.0
- Lợi nhuận vốn NN được chia từ các công ty con 100% vốn NN,Thuế TNDN từ hoạt động kinh doanh chính > - Lợi nhuận vốn NN được chia từ các công ty con 100% vốn NN,- Lợi nhuận vốn NN được chia từ các công ty con 100% vốn NN,(292.620.964.825),(329.316.339.994),-292620964825.0,-329316339994.0
- Lãi CLTG do đánh giá lại khoản mục tiền tệ cuối năm nay,Thuế TNDN từ hoạt động kinh doanh chính > - Lãi CLTG do đánh giá lại khoản mục tiền tệ cuối năm nay,- Lãi CLTG do đánh giá lại khoản mục tiền tệ cuối năm nay,(1.710.235.452),(1.008.501.146),-1710235452.0,-1008501146.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,212.851.726.265,(729.444.036.174),212851726265.0,-729444036174.0
Chuyển lỗ các năm trước,Thuế TNDN từ hoạt động kinh doanh chính > Chuyển lỗ các năm trước,Chuyển lỗ các năm trước,(168.731.799.326),-,-168731799326.0,
Thu nhập tính thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,44.119.926.939,-,44119926939.0,
Thuế suất thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,22%,0.2,0.22
Chi phí thuế TNDN nộp bổ sung theo Thanh tra Chính phủ (*),Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế TNDN nộp bổ sung theo Thanh tra Chính phủ (*),Chi phí thuế TNDN nộp bổ sung theo Thanh tra Chính phủ (*),-,38.225.000.000,,38225000000.0
Thuế TNDN truy thu năm 2015,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN truy thu năm 2015,Thuế TNDN truy thu năm 2015,36.585.176,-,36585176.0,
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,8.860.570.564,38.225.000.000,8860570564.0,38225000000.0
Thuế TNDN phải nộp của Công ty Tài chính Cao su khi sáp nhập,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp của Công ty Tài chính Cao su khi sáp nhập,Thuế TNDN phải nộp của Công ty Tài chính Cao su khi sáp nhập,-,(1.023.345.300),,-1023345300.0
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,(19.291.628.548),1.278.089.162,-19291628548.0,1278089162.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,(36.585.176),(57.771.372.410),-36585176.0,-57771372410.0
