row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016 VND,01/01/2016 (Đã điều chỉnh) VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__01/01/2016 (Đã điều chỉnh) VND
200,200,200,B. TÀI SẢN DÀI HẠN,,34.536.079.932.752,33.967.235.857.024,,,34536079932752.0,33967235857024.0
210,210,210,I. Các khoản phải thu dài hạn,,1.487.142.810.217,1.006.681.126.894,,,1487142810217.0,1006681126894.0
215,215,215,1. Phải thu về cho vay dài hạn,7,1.496.188.257.011,1.629.998.671.054,,7.0,1496188257011.0,1629998671054.0
216,216,216,2. Phải thu dài hạn khác,8,587.463.490.850,6.415.810.529,,8.0,587463490850.0,6415810529.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(596.508.937.644),(629.733.354.689),,,-596508937644.0,-629733354689.0
220,220,220,II. Tài sản cố định,,176.096.623.354,209.379.102.675,,,176096623354.0,209379102675.0
221,221,221,1. Tài sản cố định hữu hình,11,161.765.303.959,190.256.871.786,,11.0,161765303959.0,190256871786.0
222,222,222,- Nguyên giá,,244.994.121.203,247.038.465.157,,,244994121203.0,247038465157.0
223,223,223,- Giá trị hao mòn luỹ kế,,(83.228.817.244),(56.781.593.371),,,-83228817244.0,-56781593371.0
227,227,227,2. Tài sản cố định vô hình,12,14.331.319.395,19.122.230.889,,12.0,14331319395.0,19122230889.0
228,228,228,- Nguyên giá,,18.967.769.814,21.894.444.814,,,18967769814.0,21894444814.0
229,229,229,- Giá trị hao mòn luỹ kế,,(4.636.450.419),(2.772.213.925),,,-4636450419.0,-2772213925.0
240,240,240,IV. Tài sản dở dang dài hạn,,3.013.793.636,681.070.776.975,,,3013793636.0,681070776975.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,3.013.793.636,681.070.776.975,,13.0,3013793636.0,681070776975.0
250,250,250,V. Các khoản đầu tư tài chính dài hạn,4,32.863.798.185.602,32.062.092.452.640,,4.0,32863798185602.0,32062092452640.0
251,251,251,1. Đầu tư vào công ty con,,27.829.815.844.478,27.088.954.314.320,,,27829815844478.0,27088954314320.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,4.812.212.689.946,4.570.811.775.269,,,4812212689946.0,4570811775269.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,351.757.022.224,552.836.022.224,,,351757022224.0,552836022224.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(385.987.371.046),(406.509.659.171),,,-385987371046.0,-406509659171.0
255,255,255,5. Đầu tư nấm giữ đến ngày đáo hạn,,256.000.000.000,256.000.000.000,,,256000000000.0,256000000000.0
260,260,260,VI. Tài sản dài hạn khác,,6.028.519.943,8.012.397.840,,,6028519943.0,8012397840.0
261,261,261,1. Chi phí trả trước dài hạn,14,6.028.519.943,8.012.397.840,,14.0,6028519943.0,8012397840.0
270,270,270,TỔNG CỘNG TÀI SẢN,,36.477.068.529.249,36.929.676.696.821,,,36477068529249.0,36929676696821.0
