row_label_raw,row_label_full,col_0,col_1,31/12/2016,01/01/2016,numeric__col_1,numeric__31/12/2016,numeric__01/01/2016
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),Chi phí bảo hiểm,85.949.400,-,,85949400.0,
a),a) > a),a),Chi phí công cụ chờ phân bố,15.194.667,-,,15194667.0,
a),a) > a),a),Chi phí trả trước khác,293.890.676,2.239.670.318,,293890676.0,2239670318.0
a),a) > a),a),,395.034.743,2.239.670.318,,395034743.0,2239670318.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),Chi phí CCDC,5.479.869.172,8.012.397.840,,5479869172.0,8012397840.0
b),b) > b),b),Chi phí trả trước khác (VP),548.650.771,-,,548650771.0,
b),b) > b),b),,6.028.519.943,8.012.397.840,,6028519943.0,8012397840.0
