row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016VND,01/01/2016(Đã điều chỉnh)VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016VND,numeric__01/01/2016(Đã điều chỉnh)VND
300,300,300,C. NỘ PHẢI TRẢ,,1.082.235.834.225,1.777.196.707.209,,,1082235834225.0,1777196707209.0
310,310,310,I. Nợ ngắn hạn,,813.678.055.632,1.109.029.096.499,,,813678055632.0,1109029096499.0
311,311,311,1. Phải trả người bán ngắn hạn,16,31.601.878.607,40.090.150.696,,16.0,31601878607.0,40090150696.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,20.203.997.285,30.183.972.293,,18.0,20203997285.0,30183972293.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,229.260.835.961,2.292.167.753,,17.0,229260835961.0,2292167753.0
314,314,314,4. Phải trả người lao động,,22.287.722.682,14.796.416.841,,,22287722682.0,14796416841.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,42.154.024.639,43.801.574.964,,19.0,42154024639.0,43801574964.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,-,129.659.091,,,,129659091.0
319,319,319,7. Phải trả ngắn hạn khác,20,215.401.641.952,728.837.746.306,,20.0,215401641952.0,728837746306.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,150.804.092.955,146.156.884.083,,15.0,150804092955.0,146156884083.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,101.963.861.551,102.740.524.472,,,101963861551.0,102740524472.0
330,330,330,II. Nợ dài hạn,,268.557.778.593,668.167.610.710,,,268557778593.0,668167610710.0
337,337,337,1. Phải trả dài hạn khác,20,15.076.317.517,16.549.161.000,,20.0,15076317517.0,16549161000.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,15,252.116.927.253,651.618.449.710,,15.0,252116927253.0,651618449710.0
343,343,343,3. Quỹ phát triển khoa học và công nghệ,,1.364.533.823,,,,1364533823.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,35.394.832.695.024,35.152.479.989.612,,,35394832695024.0,35152479989612.0
410,410,410,I. Vốn chủ sở hữu,21,35.394.832.695.024,35.152.479.989.612,,21.0,35394832695024.0,35152479989612.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,26.141.117.039.011,26.166.499.106.975,,,26141117039011.0,26166499106975.0
418,418,418,2. Quỹ đầu tư phát triển,,4.371.313.619.063,4.175.801.104.872,,,4371313619063.0,4175801104872.0
419,419,419,3. Quỹ hỗ trợ xắp xếp doanh nghiệp,,27.981.071.708,983.512.774,,,27981071708.0,983512774.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,203.930.498.421,159.407.532.476,,,203930498421.0,159407532476.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.710.235.452,1.008.501.146,,,1710235452.0,1008501146.0
421b,421b,421b,-LNST chưa phân phối năm nay,,1.710.235.452,1.008.501.146,,,1710235452.0,1008501146.0
422,422,422,6. Nguồn vốn đầu tư xây dựng cơ bản,,4.648.780.231.369,4.648.780.231.369,,,4648780231369.0,4648780231369.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,36.477.068.529.249,36.929.676.696.821,,,36477068529249.0,36929676696821.0
