row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Nam 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Nam 2015
,,,Mối quan hệ,VND,VND,,,
Lãi vay AFD,Lãi vay AFD,Lãi vay AFD,Lãi vay AFD,Lãi vay AFD,Lãi vay AFD,,,
- Công ty Tài chính TNHH MTV Cao su VN,Lãi vay AFD > - Công ty Tài chính TNHH MTV Cao su VN,- Công ty Tài chính TNHH MTV Cao su VN,Công ty con,-,85.106.064,,,85106064.0
- Công ty TNHH MTV Cao su Bình Thuận,Lãi vay AFD > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,2.188.852.837,2.429.157.111,,2188852837.0,2429157111.0
- Công ty TNHH MTV Cao su Chư Pãh,Lãi vay AFD > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,5.071.018.230,5.819.171.497,,5071018230.0,5819171497.0
- Công ty TNHH MTV Cao su Chư Prông,Lãi vay AFD > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,1.831.737.345,2.113.714.112,,1831737345.0,2113714112.0
- Công ty TNHH MTV Cao su Chư Sê,Lãi vay AFD > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,1.738.313.499,2.003.862.043,,1738313499.0,2003862043.0
- Công ty TNHH MTV Cao su Eah Leo,Lãi vay AFD > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,1.101.506.467,1.268.284.367,,1101506467.0,1268284367.0
- Công ty TNHH MTV Cao su Hà Tĩnh,Lãi vay AFD > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,1.389.397.638,1.547.781.611,,1389397638.0,1547781611.0
- Công ty TNHH MTV Cao su KonTum,Lãi vay AFD > - Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,8.063.617.639,9.254.051.509,,8063617639.0,9254051509.0
- Công ty TNHH MTV Cao su Krông Buk,Lãi vay AFD > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,763.959.857,882.304.688,,763959857.0,882304688.0
- Công ty TNHH MTV Cao su Mang Yang,Lãi vay AFD > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,4.133.047.193,4.767.588.756,,4133047193.0,4767588756.0
- Công ty TNHH MTV Cao su Quảng Nam,Lãi vay AFD > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,1.897.339.387,2.102.764.591,,1897339387.0,2102764591.0
- Công ty TNHH MTV Cao su Thanh Hóa,Lãi vay AFD > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,789.725.287,875.546.238,,789725287.0,875546238.0
