row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016 > VND,01/01/2016 (Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 (Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.940.988.596.497,2.962.440.839.797,,,1940988596497.0,2962440839797.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,1.036.713.926.456,1.035.426.884.770,,3.0,1036713926456.0,1035426884770.0
111,111,111,1. Tiền,,194.078.007.128,143.162.907.742,,,194078007128.0,143162907742.0
112,112,112,2. Các khoản tương đương tiền,,842.635.919.328,892.263.977.028,,,842635919328.0,892263977028.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,155.612.407.653,226.672.063.553,,4.0,155612407653.0,226672063553.0
121,121,121,1. Chứng khoán kinh doanh,,156.682.799.298,156.588.389.298,,,156682799298.0,156588389298.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(135.070.391.645),(138.916.325.745),,,-135070391645.0,-138916325745.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,134.000.000.000,209.000.000.000,,,134000000000.0,209000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,664.442.157.953,1.528.665.243.188,,,664442157953.0,1528665243188.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,3.338.385.566,528.946.370.787,,5.0,3338385566.0,528946370787.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,5.959.085.800,129.932.895.544,,6.0,5959085800.0,129932895544.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,744.935.767.987,769.962.484.055,,7.0,744935767987.0,769962484055.0
136,136,136,4. Phải thu ngắn hạn khác,8,607.837.831.871,780.989.780.549,,8.0,607837831871.0,780989780549.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(697.628.913.271),(681.166.287.747),,,-697628913271.0,-681166287747.0
140,140,140,IV. Hàng tồn kho,10,28.805.944.977,65.173.215.146,,10.0,28805944977.0,65173215146.0
141,141,141,1. Hàng tồn kho,,28.805.944.977,67.254.226.146,,,28805944977.0,67254226146.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,,(2.081.011.000),,,,-2081011000.0
150,150,150,V. Tài sản ngắn hạn khác,,55.414.159.458,106.503.433.140,,,55414159458.0,106503433140.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,14,395.034.743,2.239.670.318,,14.0,395034743.0,2239670318.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,3.607.963.670,24.247.454.349,,,3607963670.0,24247454349.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,51.411.161.045,80.016.308.473,,17.0,51411161045.0,80016308473.0
