row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Mối quan hệ,VND,VND,,,
Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,,,
- Công ty CP Cao su Điện Biên,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,Công ty con,14.806.200.000,41.490.800.000,,14806200000.0,41490800000.0
- Công ty CP Cao su Hà Giang,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Hà Giang,- Công ty CP Cao su Hà Giang,Công ty con,14.699.200.000,17.518.000.000,,14699200000.0,17518000000.0
- Công ty CP Cao su Lai Châu,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,Công ty con,85.481.303.181,19.566.823.819,,85481303181.0,19566823819.0
- Công ty CP Cao su Lai Châu II,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Lai Châu II,- Công ty CP Cao su Lai Châu II,Công ty con,47.508.800.000,50.451.300.000,,47508800000.0,50451300000.0
- Công ty CP Cao su Sa Thầy,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,28.000.000.000,30.300.000.000,,28000000000.0,30300000000.0
- Công ty CP Cao su Son La,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Son La,- Công ty CP Cao su Son La,Công ty con,51.252.640.000,50.125.039.993,,51252640000.0,50125039993.0
- Công ty CP Cao su Yên Bái,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Yên Bái,- Công ty CP Cao su Yên Bái,Công ty con,14.018.800.000,24.051.200.000,,14018800000.0,24051200000.0
- Công ty CP ĐT phát triển Cao su Nghệ An,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP ĐT phát triển Cao su Nghệ An,- Công ty CP ĐT phát triển Cao su Nghệ An,Công ty con,45.000.000.000,110.000.000.000,,45000000000.0,110000000000.0
- Công ty CP Gỗ MDF VRG Quảng Trị,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,-,100.736.980.000,,,100736980000.0
- Công ty CP Quasa - Geruco,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Quasa - Geruco,- Công ty CP Quasa - Geruco,Công ty con,8.610.000.000,29.170.000.000,,8610000000.0,29170000000.0
- Công ty CP Cao su Bà Rịa Kampongthom,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Bà Rịa Kampongthom,- Công ty CP Cao su Bà Rịa Kampongthom,Công ty liên kết,-,10.000.000.000,,,10000000000.0
- Công ty CP Cao su Chư Prông Stung Treng,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Chư Prông Stung Treng,- Công ty CP Cao su Chư Prông Stung Treng,Công ty liên kết,-,26.199.035.000,,,26199035000.0
- Công ty CP Cao su Chư Sê - Kampongthom,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,Công ty liên kết,-,64.589.318.175,,,64589318175.0
- Công ty CP Cao su Dầu Tiếng Campuchia,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Dầu Tiếng Campuchia,- Công ty CP Cao su Dầu Tiếng Campuchia,Công ty liên kết,-,7.788.000.000,,,7788000000.0
- Công ty CP Cao su Đồng Phú - Kratie,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Đồng Phú - Kratie,- Công ty CP Cao su Đồng Phú - Kratie,Công ty liên kết,-,11.361.600.000,,,11361600000.0
- Công ty CP Cao su Krông Buk - Ratanakiri,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Krông Buk - Ratanakiri,- Công ty CP Cao su Krông Buk - Ratanakiri,Công ty liên kết,-,19.888.000.000,,,19888000000.0
- Công ty CP Cao su MangYang - Ratanakiri,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su MangYang - Ratanakiri,- Công ty CP Cao su MangYang - Ratanakiri,Công ty liên kết,-,88.067.000.000,,,88067000000.0
- Công ty CP Cao su Tân Biên - Kampongthom,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty CP Cao su Tân Biên - Kampongthom,- Công ty CP Cao su Tân Biên - Kampongthom,Công ty liên kết,-,42.362.000.000,,,42362000000.0
