row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,Thành phố Hồ Chí Minh,"27,57%","27,57%",Trồng và khai thác cao su,,0.2757,0.2757,
- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,Thành phố Hồ Chí Minh,"47,58%","47,88%","Tư vấn, Đầu tư xây dựng",,0.4758,0.4788,
- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,Thành phố Hồ Chí Minh,"27,00%","27,00%",Đầu tư xây dựng,,0.27,0.27,
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,Tỉnh Bình Dương,"23,82%","20,42%",Hạ tầng Khu Công nghiệp,,0.2382,0.20420000000000002,
- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,Thành phố Hồ Chí Minh,"20,66%","20,85%",Trồng và khai thác cao su,,0.2066,0.20850000000000002,
- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,Thành phố Hồ Chí Minh,"48,55%","48,55%",Công nghiệp cao su,,0.4855,0.4855,
- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,Tỉnh Tây Ninh,"49,00%","49,00%",Trồng và khai thác cao su,,0.49,0.49,
- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,Tỉnh Đồng Nai,"22,00%","22,00%",Xây dựng cơ sở hạ tầng,,0.22,0.22,
- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,Tỉnh Đồng Nai,"25,00%","25,00%",Trồng và khai thác cao su,,0.25,0.25,
- Công ty Cổ phần Cao su Đồng Phú Kratie,- Công ty Cổ phần Cao su Đồng Phú Kratie,- Công ty Cổ phần Cao su Đồng Phú Kratie,Tỉnh Bình Phước,"30,00%","30,55%",Trồng và khai thác cao su,,0.3,0.3055,
- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,Tỉnh Bình Phước,"49,00%","49,00%",Chế biến gỗ,,0.49,0.49,
- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,Tỉnh Bà Rịa Vũng Tàu,"37,00%","38,00%",Trồng và khai thác cao su,,0.37,0.38,
- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,Tỉnh Gia Lai,"49,96%","48,90%",Trồng và khai thác cao su,,0.4996,0.489,
- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,Tỉnh Gia Lai,"47,50%","49,01%",Trồng và khai thác cao su,,0.475,0.4901,
- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,Tỉnh Đắk Lắk,"40,00%","39,87%",Trồng và khai thác cao su,,0.4,0.3987,
- Công ty Cổ phần Cao su ChuPrông - Stung Treng,- Công ty Cổ phần Cao su ChuPrông - Stung Treng,- Công ty Cổ phần Cao su ChuPrông - Stung Treng,Tỉnh Gia Lai,"49,00%","49,00%",Trồng và khai thác cao su,,0.49,0.49,
- Công ty Cổ phần Cao su Phú Riềng Kratie,- Công ty Cổ phần Cao su Phú Riềng Kratie,- Công ty Cổ phần Cao su Phú Riềng Kratie,Tỉnh Bình Phước,"46,00%","46,00%",Trồng và khai thác cao su,,0.46,0.46,
