row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2016 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.036.713.926.456,-,-,1.036.713.926.456,1036713926456.0,,,1036713926456.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2016 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",599.069.968.453,587.463.490.850,-,1.186.533.459.303,599069968453.0,587463490850.0,,1186533459303.0
Các khoản cho vay,Tại ngày 31/12/2016 > Các khoản cho vay,Các khoản cho vay,193.413.103.700,1.155.679.319.367,-,1.349.092.423.067,193413103700.0,1155679319367.0,,1349092423067.0
Đầu tư ngắn hạn,Tại ngày 31/12/2016 > Đầu tư ngắn hạn,Đầu tư ngắn hạn,21.612.407.653,-,-,21.612.407.653,21612407653.0,,,21612407653.0
Đầu tư dài hạn,Tại ngày 31/12/2016 > Đầu tư dài hạn,Đầu tư dài hạn,-,323.359.165.817,-,323.359.165.817,,323359165817.0,,323359165817.0
,,,1.850.809.406.262,2.066.501.976.034,-,3.917.311.382.296,1850809406262.0,2066501976034.0,,3917311382296.0
Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2016 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.035.426.884.770,,-,1.035.426.884.770,1035426884770.0,,,1035426884770.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2016 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.290.375.030.475,6.415.810.529,-,1.296.790.841.004,1290375030475.0,6415810529.0,,1296790841004.0
Các khoản cho vay,Tại ngày 01/01/2016 > Các khoản cho vay,Các khoản cho vay,317.357.317.169,1.256.265.316.365,-,1.573.622.633.534,317357317169.0,1256265316365.0,,1573622633534.0
Đầu tư ngắn hạn,Tại ngày 01/01/2016 > Đầu tư ngắn hạn,Đầu tư ngắn hạn,17.672.063.553,-,-,17.672.063.553,17672063553.0,,,17672063553.0
Đầu tư dài hạn,Tại ngày 01/01/2016 > Đầu tư dài hạn,Đầu tư dài hạn,-,524.925.724.880,-,524.925.724.880,,524925724880.0,,524925724880.0
,,,2.660.831.295.967,1.787.606.851.774,-,4.448.438.147.741,2660831295967.0,1787606851774.0,,4448438147741.0
