row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá gốc_1,Dự phòng_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Dự phòng_1
Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước,VND,VND,VND,VND,,,,
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,2.867.190.109.520,-,2.867.190.109.520,-,2867190109520.0,,2867190109520.0,
- Công ty TNHH MTV Cao su Bà Rịa,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Bà Rịa,- Công ty TNHH MTV Cao su Bà Rịa,-,-,1.100.088.848.428,-,,,1100088848428.0,
- Công ty TNHH MTV Cao su Bình Long,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,889.890.790.919,-,889.890.790.919,-,889890790919.0,,889890790919.0,
- Công ty TNHH MTV Cao su Dầu Tiếng,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,2.423.768.325.000,-,2.423.768.325.000,-,2423768325000.0,,2423768325000.0,
- Công ty TNHH MTV Cao su Lộc Ninh,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,1.002.368.844.238,-,1.002.368.844.238,-,1002368844238.0,,1002368844238.0,
- Công ty TNHH MTV Cao su Phú Riềng,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,1.441.100.490.029,-,1.441.100.490.029,-,1441100490029.0,,1441100490029.0,
- Công ty TNHH MTV Cao su Tân Biên,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Tân Biên,- Công ty TNHH MTV Cao su Tân Biên,-,-,884.091.511.517,-,,,884091511517.0,
- Công ty TNHH MTV Cao su Krong Buk,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Krong Buk,- Công ty TNHH MTV Cao su Krong Buk,616.352.035.109,-,616.352.035.109,-,616352035109.0,,616352035109.0,
- Công ty TNHH MTV Cao su Eah Leo,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,567.379.353.577,-,567.379.353.577,-,567379353577.0,,567379353577.0,
