row_label_raw,row_label_full,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,31/12/2016 > Giá gốcVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,31/12/2016 > Giá trị hợp lýVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,31/12/2016 > Dự phòngVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,01/01/2016 > Giá gốcVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,01/01/2016 > Giá trị hợp lýVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,01/01/2016 > Dự phòngVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__31/12/2016 > Giá gốcVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__31/12/2016 > Giá trị hợp lýVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__31/12/2016 > Dự phòngVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__01/01/2016 > Giá gốcVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__01/01/2016 > Giá trị hợp lýVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,numeric__01/01/2016 > Dự phòngVND > Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam
- Công ty CP Chương Dương(Mã CK: CDC),- Công ty CP Chương Dương(Mã CK: CDC),- Công ty CP Chương Dương(Mã CK: CDC),7.551.104.089,3.969.000.000,(3.582.104.089),7.551.104.089,2.488.500.000,(5.062.604.089),7551104089.0,3969000000.0,-3582104089.0,7551104089.0,2488500000.0,-5062604089.0
- Công ty CP Đầu tư và Phát triển hạ tầng Thái Bình Dương(Mã CK: PPI),- Công ty CP Đầu tư và Phát triển hạ tầng Thái Bình Dương(Mã CK: PPI),- Công ty CP Đầu tư và Phát triển hạ tầng Thái Bình Dương(Mã CK: PPI),16.506.909.456,2.002.851.400,(14.504.058.056),16.506.909.456,4.825.051.100,(11.681.858.356),16506909456.0,2002851400.0,-14504058056.0,16506909456.0,4825051100.0,-11681858356.0
- Công ty CP Chiếu xạ An Phú(Mã CK: APC),- Công ty CP Chiếu xạ An Phú(Mã CK: APC),- Công ty CP Chiếu xạ An Phú(Mã CK: APC),65.400,92.250,-,65.400,65.400,-,65400.0,92250.0,,65400.0,65400.0,
- Công ty CP Đầu tư xây dựng Công trình Miền Đông (Mã CK: MDG),- Công ty CP Đầu tư xây dựng Công trình Miền Đông (Mã CK: MDG),- Công ty CP Đầu tư xây dựng Công trình Miền Đông (Mã CK: MDG),11.653.166.943,11.571.806.400,(81.360.543),11.653.166.943,6.405.821.400,(5.247.345.543),11653166943.0,11571806400.0,-81360543.0,11653166943.0,6405821400.0,-5247345543.0
- Tổng Công ty CP Khoan và dịch vụ khoan Đầu khí (Mã CK: PVD),- Tổng Công ty CP Khoan và dịch vụ khoan Đầu khí (Mã CK: PVD),- Tổng Công ty CP Khoan và dịch vụ khoan Đầu khí (Mã CK: PVD),60.000,124.200,-,60.000,60.000,-,60000.0,124200.0,,60000.0,60000.0,
- Ngân hàng TMCP Quân đội(Mã CK: MBB),- Ngân hàng TMCP Quân đội(Mã CK: MBB),- Ngân hàng TMCP Quân đội(Mã CK: MBB),27.653,28.000,-,27.653,27.653,-,27653.0,28000.0,,27653.0,27653.0,
- Công ty CP Bảo vệ thực vật Sài Gòn (Mã CK: SPC),- Công ty CP Bảo vệ thực vật Sài Gòn (Mã CK: SPC),- Công ty CP Bảo vệ thực vật Sài Gòn (Mã CK: SPC),2.070.000.000,1.170.000.000,(900.000.000),2.070.000.000,1.053.000.000,(1.017.000.000),2070000000.0,1170000000.0,-900000000.0,2070000000.0,1053000000.0,-1017000000.0
- Công ty CP Phân lân nung chảy Văn Điền (Mã CK: VAF) (*),- Công ty CP Phân lân nung chảy Văn Điền (Mã CK: VAF) (*),- Công ty CP Phân lân nung chảy Văn Điền (Mã CK: VAF) (*),1.294.410.000,517.536.800,(776.873.200),1.200.000.000,336.000.000,(864.000.000),1294410000.0,517536800.0,-776873200.0,1200000000.0,336000000.0,-864000000.0
- Công ty CP Phát triển đô thị và khu công nghiệp cao su Việt Nam,- Công ty CP Phát triển đô thị và khu công nghiệp cao su Việt Nam,- Công ty CP Phát triển đô thị và khu công nghiệp cao su Việt Nam,817.657.757,384.000.000,(433.657.757),817.657.757,566.478.000,(251.179.757),817657757.0,384000000.0,-433657757.0,817657757.0,566478000.0,-251179757.0
- Công ty Cổ phần Du lịch Tây Ninh,- Công ty Cổ phần Du lịch Tây Ninh,- Công ty Cổ phần Du lịch Tây Ninh,1.050.000.000,1.050.000.000,-,1.050.000.000,1.050.000.000,-,1050000000.0,1050000000.0,,1050000000.0,1050000000.0,
- Công ty Cổ phần Thép Đình Vũ,- Công ty Cổ phần Thép Đình Vũ,- Công ty Cổ phần Thép Đình Vũ,67.571.161.000,-,(67.571.161.000),67.571.161.000,-,(67.571.161.000),67571161000.0,,-67571161000.0,67571161000.0,,-67571161000.0
- Công ty Cổ phần Thép Hưng Thịnh,- Công ty Cổ phần Thép Hưng Thịnh,- Công ty Cổ phần Thép Hưng Thịnh,47.200.000.000,-,(47.200.000.000),47.200.000.000,-,(47.200.000.000),47200000000.0,,-47200000000.0,47200000000.0,,-47200000000.0
- Công ty Cổ phần Địa ốc MB,- Công ty Cổ phần Địa ốc MB,- Công ty Cổ phần Địa ốc MB,900.000.000,900.000.000,-,900.000.000,900.000.000,-,900000000.0,900000000.0,,900000000.0,900000000.0,
- Công ty Cổ phần Công nghiệp Mới Kim Tự Tháp,- Công ty Cổ phần Công nghiệp Mới Kim Tự Tháp,- Công ty Cổ phần Công nghiệp Mới Kim Tự Tháp,68.237.000,47.060.000,(21.177.000),68.237.000,47.060.000,(21.177.000),68237000.0,47060000.0,-21177000.0,68237000.0,47060000.0,-21177000.0
,,,156.682.799.298,21.612.499.050,(135.070.391.645),156.588.389.298,17.672.063.553,(138.916.325.745),156682799298.0,21612499050.0,-135070391645.0,156588389298.0,17672063553.0,-138916325745.0
