row_label_raw,row_label_full,col_0,Số phải thuđầu năm,Số phải nộpđầu năm,Số phải thucuối năm,Số phải nộpcuối năm,numeric__Số phải thuđầu năm,numeric__Số phải nộpđầu năm,numeric__Số phải thucuối năm,numeric__Số phải nộpcuối năm
,,,VND,VND,VND,VND,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,-,2.592.000,168,-,,2592000.0,168.0,
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,1.023.345.300,-,1.023.345.300,-,1023345300.0,,1023345300.0,
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,132.634.024,-,133.659.855,-,132634024.0,,133659855.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,26.000.000,-,-,-,26000000.0,,,
,,,1.181.979.324,2.592.000,1.157.005.323,-,1181979324.0,2592000.0,1157005323.0,
