row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,Công ty con trên 50% vốn Nhà nước,,,,
- Công ty Cổ phần Cao su Bà Rịa,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Bà Rịa,- Công ty Cổ phần Cao su Bà Rịa,Tỉnh Bà Rịa - Vũng Tàu,"97,47%","97,47%","Trồng, khai thác và kinh doanh cao su",,0.9747,0.9747,
- Công ty Cổ phần Cao su Tân Biên,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Tân Biên,- Công ty Cổ phần Cao su Tân Biên,Tỉnh Tây Ninh,"98,46%","98,46%","Trồng, khai thác và kinh doanh cao su",,0.9845999999999999,0.9845999999999999,
- Công ty Cổ phần VRG - Bảo Lộc,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,Tỉnh Lâm Đồng,"71,03%","71,03%",Thủy điện,,0.7103,0.7103,
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,Tỉnh Quảng Trị,"84,85%","84,85%",Chế biến gỗ,,0.8484999999999999,0.8484999999999999,
- Công ty Cổ phần Thủy điện Geruco Sông Côn,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Thủy điện Geruco Sông Côn,- Công ty Cổ phần Thủy điện Geruco Sông Côn,Tỉnh Quảng Nam,"51,00%","51,01%",Thủy điện,,0.51,0.5101,
- Công ty Cổ phần Công nghiệp và XNK Cao su,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,Thành phố Hồ Chí Minh,"69,12%","69,12%","Kinh doanh Thương mại, XNK",,0.6912,0.6912,
- Công ty Cổ phần Đầu tư Thùy điện VRG - Phú Yên,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Đầu tư Thùy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thùy điện VRG - Phú Yên,Tỉnh Phú Yên,"86,21%","84,18%",Thủy điện,,0.8621,0.8418000000000001,
- Công ty Cổ phần VRG - Đắk Nông,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần VRG - Đắk Nông,- Công ty Cổ phần VRG - Đắk Nông,Tỉnh Đắk Nông,"68,60%","68,60%",Thủy điện,,0.6859999999999999,0.6859999999999999,
- Công ty Cổ phần Thế thao Ngõi Sao Geru,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Thế thao Ngõi Sao Geru,- Công ty Cổ phần Thế thao Ngõi Sao Geru,Thành phố Hồ Chí Minh,"64,38%","64,38%",SXKD dụng cụ Thế thao,,0.6437999999999999,0.6437999999999999,
- Công ty Cổ phần Cao su Sa Thầy,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,Tỉnh Kon Tum,"60,00%","59,45%",Trồng và khai thác cao su,,0.6,0.5945,
- Công ty Cổ phần Cao su Sơn La,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,Tỉnh Sơn La,"67,14%","70,01%",Trồng và khai thác cao su,,0.6714,0.7001000000000001,
- Công ty Cổ phần Cao su Tây Ninh,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Tây Ninh,- Công ty Cổ phần Cao su Tây Ninh,Tỉnh Tây Ninh,"60,00%","60,00%",Trồng và khai thác cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Đồng Phú,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Đồng Phú,- Công ty Cổ phần Cao su Đồng Phú,Tỉnh Bình Phước,"55,81%","55,81%",Trồng và khai thác cao su,,0.5581,0.5581,
- Công ty Cổ phần Cơ khí Cao Su,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,Thành phố Hồ Chí Minh,"60,00%","60,00%",Cơ khí cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Hà Giang,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Hà Giang,- Công ty Cổ phần Cao su Hà Giang,Tỉnh Hà Giang,"80,00%","80,89%",Trồng và khai thác cao su,,0.8,0.8089,
- Công ty Cổ phần Quasa Geruco,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Quasa Geruco,- Công ty Cổ phần Quasa Geruco,Tỉnh Quảng Trị,"73,17%","75,01%",Trồng và khai thác cao su,,0.7317,0.7501000000000001,
- Công ty Cổ phần Cao Su Lai Châu,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao Su Lai Châu,- Công ty Cổ phần Cao Su Lai Châu,Tỉnh Lai Châu,"77,90%","78,53%",Trồng và khai thác cao su,,0.779,0.7853,
- Công ty Cổ phần Cao Su Điện Biên,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao Su Điện Biên,- Công ty Cổ phần Cao Su Điện Biên,Tỉnh Điện Biên,"60,00%","64,10%",Trồng và khai thác cao su,,0.6,0.6409999999999999,
- Công ty Cổ phần Cao su Phước Hòa,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,Tỉnh Bình Dương,"66,62%","66,62%",Trồng và khai thác cao su,,0.6662,0.6662,
- Công ty Cổ phần Cao su Lai Châu II,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,Tỉnh Lai Châu,"86,91%","86,52%",Trồng và khai thác cao su,,0.8691,0.8652,
- Công ty Cổ phần Cao su Yên Bái,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Yên Bái,- Công ty Cổ phần Cao su Yên Bái,Tỉnh Yên Bái,"80,00%","80,47%",Trồng và khai thác cao su,,0.8,0.8047,
- Công ty Cổ phần Cao su Hòa Bình,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Cao su Hòa Bình,- Công ty Cổ phần Cao su Hòa Bình,Tỉnh Bà Rịa Vũng Tàu,"55,00%","55,06%",Trồng và khai thác cao su,,0.55,0.5506,
- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,Tỉnh Quảng Ninh,"52,51%","48,20%","Dịch vụ du lịch, khách sạn",,0.5251,0.48200000000000004,
- Công ty Cổ phần VRG Khải Hoàn,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần VRG Khải Hoàn,- Công ty Cổ phần VRG Khải Hoàn,Tỉnh Bình Dương,"51,04%","51,04%",Công nghiệp cao su,,0.5104,0.5104,
- Công ty Cổ phần Đầu tư Phát triển Cao su Nghệ An,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Đầu tư Phát triển Cao su Nghệ An,- Công ty Cổ phần Đầu tư Phát triển Cao su Nghệ An,Tỉnh Nghệ An,"88,73%","91,30%",Trồng và khai thác cao su,,0.8873000000000001,0.9129999999999999,
- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,Thành phố Hồ Chí Minh,"50,00%","50,00%","Kinh doanh Thương mại, XNK",,0.5,0.5,
- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,Công ty con trên 50% vốn Nhà nước > - Công ty Cổ phần Gỗ MDF VRG Kiên Giang,- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,Tỉnh Kiên Giang,"99,56%","99,62%",Chế biến gỗ,,0.9956,0.9962000000000001,
