row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,,
- Công ty CP Xây dựng - Địa ốc Cao Su,Phải thu ngắn hạn khách hàng > - Công ty CP Xây dựng - Địa ốc Cao Su,- Công ty CP Xây dựng - Địa ốc Cao Su,Công ty liên kết,3.322.000,466.686.483.879,,3322000.0,466686483879.0
- Công ty CP Gỗ MDF VRG Quảng Trị,Phải thu ngắn hạn khách hàng > - Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,12.886.500,12.886.500,,12886500.0,12886500.0
- Công ty CP TM DV và Du lịch Cao su,Phải thu ngắn hạn khách hàng > - Công ty CP TM DV và Du lịch Cao su,- Công ty CP TM DV và Du lịch Cao su,Công ty con,2.235.323,20.348.437,,2235323.0,20348437.0
- Công ty CP phát triển đô thi và Khu công nghiệp Cao su Việt Nam,Phải thu ngắn hạn khách hàng > - Công ty CP phát triển đô thi và Khu công nghiệp Cao su Việt Nam,- Công ty CP phát triển đô thi và Khu công nghiệp Cao su Việt Nam,Công ty nhận đầu tư,1.683.067,1.153.821,,1683067.0,1153821.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
- Trường Cao Đằng Công ngiep Cao su,Trả trước cho người bán ngắn hạn > - Trường Cao Đằng Công ngiep Cao su,- Trường Cao Đằng Công ngiep Cao su,Công ty con,,300.000.000,,,300000000.0
- Công ty CP Cao su Việt Lào,Trả trước cho người bán ngắn hạn > - Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,Công ty liên kết,,55.645.563.555,,,55645563555.0
- Công ty TNHH MTV Cao su Hà Tĩnh,Trả trước cho người bán ngắn hạn > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty liên kết,,4.639.781.655,,,4639781655.0
- Viện nghiên cứu Cao su Việt Nam,Trả trước cho người bán ngắn hạn > - Viện nghiên cứu Cao su Việt Nam,- Viện nghiên cứu Cao su Việt Nam,Công ty con,1.436.886.500,1.080.539.600,,1436886500.0,1080539600.0
Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,,
- Công ty TNHH Bóng đá Đồng Tháp,Phải thu về ứng vốn kinh doanh > - Công ty TNHH Bóng đá Đồng Tháp,- Công ty TNHH Bóng đá Đồng Tháp,Công ty con,3.440.000.000,3.440.000.000,,3440000000.0,3440000000.0
- Công ty CP Cao su Lai Châu,Phải thu về ứng vốn kinh doanh > - Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,Công ty con,15.000.000.000,13.661.537.908,,15000000000.0,13661537908.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,5.000.000.000,5.000.000.000,,5000000000.0,5000000000.0
- Công ty CP Gỗ MDF VRG Quảng Trị,Phải thu về ứng vốn kinh doanh > - Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,34.712.500.000,-,,34712500000.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,170.942.000,-,,170942000.0,
- Công ty TNHH MTV Cao su Lộc Ninh,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,48.521.000,33.082.500,,48521000.0,33082500.0
- Công ty TNHH MTV Cao su Phú Riềng,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,34.912.900,20.537.000,,34912900.0,20537000.0
- Công ty TNHH MTV Cao Su Mang Yang,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,33.033.000,22.522.500,,33033000.0,22522500.0
- Công ty TNHH MTV Cao Su Chư Sê,Phải thu về ứng vốn kinh doanh > - Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,,24.093.100,14.676.000,,24093100.0,14676000.0
- Công ty CP Cao su Chư Prông Stung Treng,Phải thu về ứng vốn kinh doanh > - Công ty CP Cao su Chư Prông Stung Treng,- Công ty CP Cao su Chư Prông Stung Treng,Công ty con,,15.000.000.000,,,15000000000.0
