row_label_raw,row_label_full,Thuế Giá trị gia tăng đầu ra > Thuế Giá trị gia tăng hàng nhập khẩu,Số cuối năm > Phải thu > -,Số cuối năm > Phải nộp VND > 1.149.104.386 > -,Số phải nộp trong năm > 128.066.015.473 > 19.533.496,Số đã thực nộp/được khấu trừ trong năm > 127.197.244.820 > 19.533.496,Số cuối năm > Phải thu > -_1,Số cuối năm > Phải nộp VND > 2.017.875.039 > -,numeric__Số cuối năm > Phải thu > -,numeric__Số cuối năm > Phải nộp VND > 1.149.104.386 > -,numeric__Số phải nộp trong năm > 128.066.015.473 > 19.533.496,numeric__Số đã thực nộp/được khấu trừ trong năm > 127.197.244.820 > 19.533.496,numeric__Số cuối năm > Phải thu > -_1,numeric__Số cuối năm > Phải nộp VND > 2.017.875.039 > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,3.010.138.301,23.577.437.958,13.508.786.500,-,13.078.789.759,,3010138301.0,23577437958.0,13508786500.0,,13078789759.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,4.180.214.072,33.094.996.369,30.269.691.198,-,7.005.519.243,,4180214072.0,33094996369.0,30269691198.0,,7005519243.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,3.332.168.141,44.156.163.833,43.074.671.538,-,4.413.660.436,,3332168141.0,44156163833.0,43074671538.0,,4413660436.0
Phí bảo vệ môi trường,Phí bảo vệ môi trường,Phí bảo vệ môi trường,-,1.370.254.010,17.629.083.623,17.421.993.603,-,1.577.344.030,,1370254010.0,17629083623.0,17421993603.0,,1577344030.0
Phí cấp quyền khai thác khoáng sản,Phí cấp quyền khai thác khoáng sản,Phí cấp quyền khai thác khoáng sản,-,-,38.043.885.000,38.043.885.000,-,-,,,38043885000.0,38043885000.0,,
"Thuế nhà đất, tiên thuê đất và các loại thuế khác","Thuế nhà đất, tiên thuê đất và các loại thuế khác","Thuế nhà đất, tiên thuê đất và các loại thuế khác",561.929,42.691.917,86.341.561.379,86.285.456.842,561.929,98.796.454,561929.0,42691917.0,86341561379.0,86285456842.0,561929.0,98796454.0
,,,561.929,13.084.570.827,370.928.677.131,355.821.262.997,561.929,28.191.984.961,561929.0,13084570827.0,370928677131.0,355821262997.0,561929.0,28191984961.0
