row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng VND,Số cuối năm > Giá trị hợp lý VND (i),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng VND,Số đầu năm > Giá trị hợp lý VND (i),numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số cuối năm > Giá trị hợp lý VND (i),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND,numeric__Số đầu năm > Giá trị hợp lý VND (i)
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,2.310.000,42.000.000.000,(8.736.000.000),33.264.000.000,2.310.000,42.000.000.000,(14.049.000.000),27.951.000.000,2310000.0,42000000000.0,-8736000000.0,33264000000.0,2310000.0,42000000000.0,-14049000000.0,27951000000.0
Công ty Cổ phần Vicem Thạch Cao Xi măng,Công ty Cổ phần Vicem Thạch Cao Xi măng,Công ty Cổ phần Vicem Thạch Cao Xi măng,700.000,14.000.000.000,(10.780.000.000),3.220.000.000,700.000,14.000.000.000,(10.780.000.000),3.220.000.000,700000.0,14000000000.0,-10780000000.0,3220000000.0,700000.0,14000000000.0,-10780000000.0,3220000000.0
,,,,56.000.000.000,(19.516.000.000),36.484.000.000,,56.000.000.000,(24.829.000.000),31.171.000.000,,56000000000.0,-19516000000.0,36484000000.0,,56000000000.0,-24829000000.0,31171000000.0
