row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,7.360.182.839.307,7.541.572.367.977,,1.0,25.0,7360182839307.0,7541572367977.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,25,475.937.142.170,492.546.249.771,,2.0,25.0,475937142170.0,492546249771.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,6.884.245.697.137,7.049.026.118.206,,10.0,25.0,6884245697137.0,7049026118206.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ đã cung cấp,11,26,6.238.997.893.894,6.445.081.350.234,,11.0,26.0,6238997893894.0,6445081350234.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,645.247.803.243,603.944.767.972,,20.0,,645247803243.0,603944767972.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,,9.617.298.945,6.181.731.431,,21.0,,9617298945.0,6181731431.0
7.,7.,7.,Chi phí tài chính,22,28,95.844.715.287,159.691.404.230,,22.0,28.0,95844715287.0,159691404230.0
,,,- Trong đó: Chi phí lãi vay,23,,53.892.973.542,123.733.708.971,,23.0,,53892973542.0,123733708971.0
8.,8.,8.,Chi phí bán hàng,25,29,185.589.405.232,174.002.877.569,,25.0,29.0,185589405232.0,174002877569.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,284.594.667.829,242.378.339.254,,26.0,29.0,284594667829.0,242378339254.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,88.836.313.840,34.053.878.350,,30.0,,88836313840.0,34053878350.0
11.,11.,11.,Thu nhập khác,31,,11.198.046.102,638.852.226,,31.0,,11198046102.0,638852226.0
12.,12.,12.,Chi phí khác,32,,19.259.937.884,10.004.490.001,,32.0,,19259937884.0,10004490001.0
13.,13.,13.,(Lỗ) khác (40=31-32),40,,(8.061.891.782),(9.365.637.775),,40.0,,-8061891782.0,-9365637775.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,80.774.422.058,24.688.240.575,,50.0,,80774422058.0,24688240575.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,23.577.437.958,3.010.138.301,,51.0,30.0,23577437958.0,3010138301.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,30,(3.165.435.420),3.713.210.197,,52.0,30.0,-3165435420.0,3713210197.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-(51+52)),60,,60.362.419.520,17.964.892.077,,60.0,,60362419520.0,17964892077.0
17.1.,17.1.,17.1.,Lợi nhuận sau thuế của Cổ đông Công ty mẹ,61,,60.146.180.469,17.727.945.657,,61.0,,60146180469.0,17727945657.0
17.2.,17.2.,17.2.,Lợi nhuận sau thuế của Cổ đông không kiểm soát,62,,216.239.051,236.946.420,,62.0,,216239051.0,236946420.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,31,158,2,,70.0,31.0,158.0,2.0
