row_label_raw,row_label_full,col_0,Bàng cân đối kế toán,Bàng cân đối kế toán_1,Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh_1,numeric__Bàng cân đối kế toán,numeric__Bàng cân đối kế toán_1,numeric__Báo cáo kết quả hoạt động kinh doanh,numeric__Báo cáo kết quả hoạt động kinh doanh_1
,,,Số cuối năm,VND Số đầu năm,Năm nay,VND Năm trước,,,,
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,10.475.449.408,7.499.584.585,(2.975.864.823),3.524.149.415,10475449408.0,7499584585.0,-2975864823.0,3524149415.0
Dự phòng giảm giá hàng tồn kho Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Dự phòng giảm giá hàng tồn kho Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Dự phòng giảm giá hàng tồn kho Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,1.747.805.218(174.952.143),1.517.003.937(53.404.097),(230.801.281)121.548.046,118.774.467158.294.985,,,,1.1877446715829499e+17
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,12.048.302.483,8.963.184.425,,,12048302483.0,8963184425.0,,
Dự phòng đầu tư vào công ty con Thuế thu nhập hoãn lại phải trả,Dự phòng đầu tư vào công ty con Thuế thu nhập hoãn lại phải trả,Dự phòng đầu tư vào công ty con Thuế thu nhập hoãn lại phải trả,(276.070.093)(276.070.093),(356.387.455)(356.387.455),(80.317.362),(88.008.670),,,-80317362.0,-88008670.0
(Thu nhập)/Chi phí thuế thu nhập hoãn lại,(Thu nhập)/Chi phí thuế thu nhập hoãn lại,(Thu nhập)/Chi phí thuế thu nhập hoãn lại,,,(3.165.435.420),3.713.210.197,,,-3165435420.0,3713210197.0
