row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,7.360.182.839.307,7.541.572.367.977,7360182839307.0,7541572367977.0
Trong đó:,Trong đó:,Trong đó:,,,,
"- Xi măng, clinker","Trong đó: > - Xi măng, clinker","- Xi măng, clinker",7.311.303.661.855,7.523.079.071.786,7311303661855.0,7523079071786.0
- Dịch vụ thu phí sử dụng đường bộ (*),Trong đó: > - Dịch vụ thu phí sử dụng đường bộ (*),- Dịch vụ thu phí sử dụng đường bộ (*),36.037.916.561,-,36037916561.0,
"- Cát, vất liệu phụ và các dịch vụ","Trong đó: > - Cát, vất liệu phụ và các dịch vụ","- Cát, vất liệu phụ và các dịch vụ",12.841.260.891,18.493.296.191,12841260891.0,18493296191.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(475.937.142.170),(492.546.249.771),-475937142170.0,-492546249771.0
- Chiết khấu thương mại,Trong đó: > - Chiết khấu thương mại,- Chiết khấu thương mại,(475.937.142.170),(492.546.249.771),-475937142170.0,-492546249771.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Trong đó: > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,6.884.245.697.137,7.049.026.118.206,6884245697137.0,7049026118206.0
Trong đó: Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 32),Trong đó: > Trong đó: Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 32),Trong đó: Doanh thu với các bên liên quan(Chi tiết tại Thuyết minh số 32),30.930.233.407,16.247.871.782,30930233407.0,16247871782.0
