row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VNDGiá trị ghi số,Số cuối năm > Giá gốc_1,Số đầu năm > VNDGiá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VNDGiá trị ghi số,numeric__Số cuối năm > Giá gốc_1,numeric__Số đầu năm > VNDGiá trị ghi số
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,17.014.852.499,17.014.852.499,16.189.284.652,16.189.284.652,17014852499.0,17014852499.0,16189284652.0,16189284652.0
,,,17.014.852.499,17.014.852.499,16.189.284.652,16.189.284.652,17014852499.0,17014852499.0,16189284652.0,16189284652.0
