row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,1.903.995.283.234,1.968.851.936.864,,100.0,,1903995283234.0,1968851936864.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,848.514.761.917,607.069.497.529,,110.0,4.0,848514761917.0,607069497529.0
1.,1.,1.,Tiền,111,,348.010.052.607,606.493.375.644,,111.0,,348010052607.0,606493375644.0
2.,2.,2.,Các khoản tương đương tiền,112,,500.504.709.310,576.121.885,,112.0,,500504709310.0,576121885.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,13,17.014.852.499,16.189.284.652,,120.0,13.0,17014852499.0,16189284652.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,17.014.852.499,16.189.284.652,,123.0,,17014852499.0,16189284652.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,342.021.939.954,439.080.200.021,,130.0,,342021939954.0,439080200021.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,240.158.234.166,278.817.009.522,,131.0,5.0,240158234166.0,278817009522.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,39.264.959.715,52.666.704.154,,132.0,6.0,39264959715.0,52666704154.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,62.598.746.073,107.596.486.345,,136.0,7.0,62598746073.0,107596486345.0
IV.,IV.,IV.,Hàng tồn kho,140,8,646.113.879.205,846.615.468.085,,140.0,8.0,646113879205.0,846615468085.0
1.,1.,1.,Hàng tồn kho,141,,656.799.316.365,883.104.090.870,,141.0,,656799316365.0,883104090870.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(10.685.437.160),(36.488.622.785),,149.0,,-10685437160.0,-36488622785.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,50.329.849.659,59.897.486.577,,150.0,,50329849659.0,59897486577.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,30.872.305.027,41.966.945.099,,151.0,9.0,30872305027.0,41966945099.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,19.456.982.703,17.929.979.549,,152.0,,19456982703.0,17929979549.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,561.929,561.929,,153.0,16.0,561929.0,561929.0
