row_label_raw,row_label_full,Ông Nguyễn Hoàng Dũng,Phó Tổng Giám đốc phụ trách Ban Điều hành,numeric__Phó Tổng Giám đốc phụ trách Ban Điều hành
Ông Nguyễn Trần Mạnh Trung,Ông Nguyễn Trần Mạnh Trung,Ông Nguyễn Trần Mạnh Trung,Phó Tổng Giám đốc (bổ nhiệm ngày 12 tháng 5 năm 2022),
Ông Lê Duy Hải,Ông Lê Duy Hải,Ông Lê Duy Hải,Phó Tổng Giám đốc (bổ nhiệm ngày 09 tháng 5 năm 2022),
Ông Hoàng Ngọc Phương,Ông Hoàng Ngọc Phương,Ông Hoàng Ngọc Phương,Phó Tổng Giám đốc (bổ nhiệm ngày 12 tháng 5 năm 2022),
Ông Đỗ Thanh Sơn,Ông Đỗ Thanh Sơn,Ông Đỗ Thanh Sơn,Phó Tổng Giám đốc (bổ nhiệm ngày 11 tháng 10 năm 2022),
Ông Trần Công Quỳnh Lân,Ông Trần Công Quỳnh Lân,Ông Trần Công Quỳnh Lân,Phó Tổng Giám đốc,
Ông Nguyễn Đình Vinh,Ông Nguyễn Đình Vinh,Ông Nguyễn Đình Vinh,Phó Tổng Giám đốc,
Bà Lê Như Hoa,Bà Lê Như Hoa,Bà Lê Như Hoa,Phó Tổng Giám đốc,
Ông Masahiko Oki,Ông Masahiko Oki,Ông Masahiko Oki,Phó Tổng Giám đốc,
Ông Nguyễn Đức Thành,Ông Nguyễn Đức Thành,Ông Nguyễn Đức Thành,Phó Tổng Giám đốc (miễn nhiệm ngày 04 tháng 5 năm 2022),
Ông Nguyễn Hải Hưng,Ông Nguyễn Hải Hưng,Ông Nguyễn Hải Hưng,Kế toán trường,
