row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,38,7.692.271,3.237.485,,38.0,7692271.0,3237485.0
2.,2.,2.,Cam kết giao dịch hồi đoái,38,258.304.665,479.385.067,,38.0,258304665.0,479385067.0
,,,Cam kết mua ngoại tệ,,1.687.501,5.748.679,,,1687501.0,5748679.0
,,,Cam kết bán ngoại tệ,,1.903.759,5.964.386,,,1903759.0,5964386.0
,,,Cam kết giao dịch hoán đối,,254.713.405,467.672.002,,,254713405.0,467672002.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,38,73.681.669,46.584.571,,38.0,73681669.0,46584571.0
4.,4.,4.,Bảo lãnh khác,38,78.201.955,60.127.571,,38.0,78201955.0,60127571.0
5.,5.,5.,Các cam kết khác,38,52.300.321,104.576.907,,38.0,52300321.0,104576907.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,39,8.341.331,7.889.972,,39.0,8341331.0,7889972.0
7.,7.,7.,Nợ khó đòi đã xử lý,40,116.480.493,94.716.462,,40.0,116480493.0,94716462.0
8.,8.,8.,Tài sản và chứng từ khác,41,101.995.068,108.079.700,,41.0,101995068.0,108079700.0
