row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Triệu VND,Triệu VND,,
Vật liệu và công cụ,Vật liệu và công cụ,Vật liệu và công cụ,139.983,98.818,139983.0,98818.0
Chi phí trả trước chờ phân bổ,Chi phí trả trước chờ phân bổ,Chi phí trả trước chờ phân bổ,2.558.058,2.698.207,2558058.0,2698207.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,139.249,139.249,139249.0,139249.0
,,,2.837.290,2.936.274,2837290.0,2936274.0
