row_label_raw,row_label_full,col_0,Số dư đầu năm,Số phải nộp,Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Số phải nộp,numeric__Số đã nộp,numeric__Số dư cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,54.913,906.867,903.431,58.349,54913.0,906867.0,903431.0,58349.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,659.571,3.973.674,1.731.025,2.902.220,659571.0,3973674.0,1731025.0,2902220.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,133.755,1.021.838,973.607,181.986,133755.0,1021838.0,973607.0,181986.0
,,,848.239,5.902.379,3.608.063,3.142.555,848239.0,5902379.0,3608063.0,3142555.0
