row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,8.381.799,6.981.479,8381799.0,6981479.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,3.798.087,3.917.841,3798087.0,3917841.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,314.641,161.512,314641.0,161512.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,591.781,229.411,591781.0,229411.0
Thu dịch vụ khác,Thu dịch vụ khác,Thu dịch vụ khác,3.677.290,2.672.715,3677290.0,2672715.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(3.359.322),(2.612.680),-3359322.0,-2612680.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(2.694.730),(2.039.832),-2694730.0,-2039832.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(61.983),(43.156),-61983.0,-43156.0
Chi về dịch vụ ủy thác và đại lý,Chi về dịch vụ ủy thác và đại lý,Chi về dịch vụ ủy thác và đại lý,(8.986),(5.534),-8986.0,-5534.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(298.583),(284.288),-298583.0,-284288.0
Chi dịch vụ khác,Chi dịch vụ khác,Chi dịch vụ khác,(295.040),(239.870),-295040.0,-239870.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,5.022.477,4.368.799,5022477.0,4368799.0
