row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.227.917,5.138.761,12.366.678,7227917.0,5138761.0,12366678.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,1.115.510,17.222.192,18.337.702,1115510.0,17222192.0,18337702.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(5.107.615),(5.107.615),,-5107615.0,-5107615.0
Khác,Khác,Khác,-,6.026,6.026,,6026.0,6026.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,8.343.427,17.259.364,25.602.791,8343427.0,17259364.0,25602791.0
