row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U,LU'U,LU'U,CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,,,,,
01.,LU'U > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,101.180.811,81.776.805,,101180811.0,81776805.0
02.,LU'U > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,(51.870.231),(41.902.476),,-51870231.0,-41902476.0
03.,LU'U > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,4.804.326,4.308.154,,4804326.0,4308154.0
04.,LU'U > 04.,04.,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh ngoại tệ, chứng khoán",3.437.428,2.062.018,,3437428.0,2062018.0
05.,LU'U > 05.,05.,Thu nhập/(Chi phí) khác,4.427.962,(146.927),,4427962.0,-146927.0
06.,LU'U > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",5.324.932,3.192.446,,5324932.0,3192446.0
07.,LU'U > 07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(16.076.693),(15.276.355),,-16076693.0,-15276355.0
08.,LU'U > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(1.731.025),(3.847.538),,-1731025.0,-3847538.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,49.497.510,30.166.127,,49497510.0,30166127.0
,,,Những thay đối về tài sản hoạt động,(219.102.598),(199.940.314),,-219102598.0,-199940314.0
09.,LU'U > 09.,09.,(Tăng) các khoản tiền gửi và cho vay các TCTD khác,(27.552.808),(7.443.414),,-27552808.0,-7443414.0
10.,LU'U > 10.,10.,Giảm/(tăng) các khoản về kinh doanh chứng khoán,7.014.008,(58.966.986),,7014008.0,-58966986.0
11.,LU'U > 11.,11.,(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(1.623.062),(1.317.668),,-1623062.0,-1317668.0
12.,LU'U > 12.,12.,(Tăng) các khoản cho vay khách hàng,(144.113.558),(115.087.544),,-144113558.0,-115087544.0
13.,LU'U > 13.,13.,"(Giẩm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(20.157.778),(5.107.615),,-20157778.0,-5107615.0
14.,LU'U > 14.,14.,(Tăng) khác về tài sản hoạt động,(32.669.400),(12.017.087),,-32669400.0,-12017087.0
,,,Những thay đối về công nợ hoạt động,254.025.966,174.107.566,,254025966.0,174107566.0
15.,LU'U > 15.,15.,Tăng/(giảm) các khoản nợ chính phủ và NHNN,71.484.898,(11.302.784),,71484898.0,-11302784.0
16.,LU'U > 16.,16.,"Tăng các khoản tiền gửi, tiền vay các TCTD khác",70.712.608,8.122.012,,70712608.0,8122012.0
17.,LU'U > 17.,17.,Tăng tiền gửi của khách hàng,87.400.967,171.691.047,,87400967.0,171691047.0
18.,LU'U > 18.,18.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),26.873.634,4.621.215,,26873634.0,4621215.0
19.,LU'U > 19.,19.,"(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(135.729),(205.321),,-135729.0,-205321.0
20.,LU'U > 20.,20.,(Giảm)/tăng khác về công nợ hoạt động,(2.310.412),1.181.397,,-2310412.0,1181397.0
I.,LU'U > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,84.420.878,4.333.379,,84420878.0,4333379.0
