row_label_raw,row_label_full,col_0,Ảnh hưởng,Ảnh hưởng_1,numeric__Ảnh hưởng,numeric__Ảnh hưởng_1
,,,Tuyệt đối Tỷ VND,Tương đối %,,
Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,,
Tăng thu nhập lãi thuần,Khoản mục có biến động chủ yếu > Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,5.830,"34,6%",5830.0,0.34600000000000003
Tăng lãi thuần hoạt động khác,Khoản mục có biến động chủ yếu > Tăng lãi thuần hoạt động khác,Tăng lãi thuần hoạt động khác,3.284,"19,5%",3284.0,0.195
Tăng chi dự phòng rủi ro,Khoản mục có biến động chủ yếu > Tăng chi dự phòng rủi ro,Tăng chi dự phòng rủi ro,5.759,"34,2%",5759.0,0.342
,,,3.355,"19,9%",3355.0,0.19899999999999998
