row_label_raw,row_label_full,col_0,1/1/2016Triệu VND,Tăng từ hợp nhấtkinh doanh(Thuyết minh 5)Triệu VND,Được ghi nhận vào báo cáo kếtkinh doanhquả hoạt độngkinh doanhhợp nhấtTriệu VND,31/12/2016Triệu VND,numeric__1/1/2016Triệu VND,numeric__Tăng từ hợp nhấtkinh doanh(Thuyết minh 5)Triệu VND,numeric__Được ghi nhận vào báo cáo kếtkinh doanhquả hoạt độngkinh doanhhợp nhấtTriệu VND,numeric__31/12/2016Triệu VND
Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,208.541,29,97.984,306.554,208541.0,29.0,97984.0,306554.0
Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,5.196,-,1.522,6.718,5196.0,,1522.0,6718.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(759.684),-,39.964,(719.720),-759684.0,,39964.0,-719720.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(933.069),-,78.945,(854.124),-933069.0,,78945.0,-854124.0
,,,(1.479.016),29,218.415,(1.260.572),-1479016.0,29.0,218415.0,-1260572.0
