row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016Triệu VND,1/1/2016Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__1/1/2016Triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,22.876.206,16.709.473,100.0,,22876206.0,16709473.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,13.148.938,8.324.476,110.0,6.0,13148938.0,8324476.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,941.318,918.656,111.0,,941318.0,918656.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,12.207.620,7.405.820,112.0,,12207620.0,7405820.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,7,1.771.012,293.990,120.0,7.0,1771012.0,293990.0
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,1.771.012,293.990,123.0,,1771012.0,293990.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,8,2.277.055,3.126.527,130.0,8.0,2277055.0,3126527.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,,1.295.848,878.130,131.0,,1295848.0,878130.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,,283.315,872.866,132.0,,283315.0,872866.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,,-,762.400,135.0,,,762400.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,,739.100,641.598,136.0,,739100.0,641598.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(41.208),(28.589),137.0,,-41208.0,-28589.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,122,139.0,,,122.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,5.389.531,4.417.969,140.0,9.0,5389531.0,4417969.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,5.416.696,4.434.592,141.0,,5416696.0,4434592.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(27.165),(16.623),149.0,,-27165.0,-16623.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,289.670,546.511,150.0,,289670.0,546511.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,106.482,79.536,151.0,,106482.0,79536.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,171.398,445.579,152.0,,171398.0,445579.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,17,11.790,21.396,153.0,17.0,11790.0,21396.0
