row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,31/12/2016Triệu VND,1/1/2016Triệu VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2016Triệu VND,numeric__1/1/2016Triệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,
Khoản vay ngân hàng có đảm bảo,Vay ngắn hạn > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,VND,"4,4% - 8,0%",1.258.930,681.916,,,1258930.0,681916.0
Khoản vay ngân hàng có đảm bảo,Vay ngắn hạn > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,USD,"3,5% - 5,1%",831.418,1.732.671,,,831418.0,1732671.0
Khoản vay ngân hàng không đảm bảo,Vay ngắn hạn > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,VND,"4,4% - 5,0%",5.121.089,2.322.068,,,5121089.0,2322068.0
Khoản vay ngân hàng không đảm bảo,Vay ngắn hạn > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,USD,"1,5% - 2,0%",165.395,-,,,165395.0,
Khoản vay không đảm bảo,Vay ngắn hạn > Khoản vay không đảm bảo,Khoản vay không đảm bảo,USD,"6,0%",570.681,565.835,,0.06,570681.0,565835.0
,,,,,7.947.513,5.302.490,,,7947513.0,5302490.0
