row_label_raw,row_label_full,col_0,2016,2015(đã điều chỉnh lại),numeric__2016,numeric__2015(đã điều chỉnh lại)
Số cổ phiếu phổ thông bình quân gia quyền (cơ bản),Số cổ phiếu phổ thông bình quân gia quyền (cơ bản),Số cổ phiếu phổ thông bình quân gia quyền (cơ bản),1.133.768.236,1.122.829.258,1133768236.0,1122829258.0
Ảnh hưởng của số cổ phiếu phổ thông tiềm năng có tác động suy giảm,Ảnh hưởng của số cổ phiếu phổ thông tiềm năng có tác động suy giảm,Ảnh hưởng của số cổ phiếu phổ thông tiềm năng có tác động suy giảm,-,753.954,,753954.0
Số cổ phiếu phổ thông bình quân gia quyền (suy giảm),Số cổ phiếu phổ thông bình quân gia quyền (suy giảm),Số cổ phiếu phổ thông bình quân gia quyền (suy giảm),1.133.768.236,1.123.583.212,1133768236.0,1123583212.0
