row_label_raw,row_label_full,col_0,31/12/2016 > % sở hữu,31/12/2016 > % quyền biểu quyết,31/12/2016 > Giá gốc Triệu VND,31/12/2016 > Dự phòng Triệu VND,31/12/2016 > Giá trị hợp lý Triệu VND,31/12/2016 > % sở hữu_1,1/1/2016 > % quyền biểu quyết,1/1/2016 > Giá gốc Triệu VND,1/1/2016 > Dự phòng Triệu VND,numeric__31/12/2016 > % sở hữu,numeric__31/12/2016 > % quyền biểu quyết,numeric__31/12/2016 > Giá gốc Triệu VND,numeric__31/12/2016 > Dự phòng Triệu VND,numeric__31/12/2016 > Giá trị hợp lý Triệu VND,numeric__31/12/2016 > % sở hữu_1,numeric__1/1/2016 > % quyền biểu quyết,numeric__1/1/2016 > Giá gốc Triệu VND,numeric__1/1/2016 > Dự phòng Triệu VND
Công ty PTSC Cảng Đình Vũ,Công ty PTSC Cảng Đình Vũ,Công ty PTSC Cảng Đình Vũ,"5,9%","5,9%",21.646,-,(*),"5,9%","5,9%",21.646,(912) (*),0.059000000000000004,0.059000000000000004,21646.0,,,0.059000000000000004,0.059000000000000004,21646.0,
(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau:,,,,,,,,,
,,,,,,,,,,2016Triệu VND,2015Triệu VND,,,,,,,,,
Số dư đầu năm,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau: > Số dư đầu năm,Số dư đầu năm,,,,,,,,912,-,,,,,,,,912.0,
Tăng dự phòng trong năm,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau: > Tăng dự phòng trong năm,Tăng dự phòng trong năm,,,,,,,,-,912,,,,,,,,,912.0
Hoàn nhập,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau: > Hoàn nhập,Hoàn nhập,,,,,,,,(912),-,,,,,,,,-912.0,
Số dư cuối năm,(*) Không có thông tin về giá trị hợp lý của khoản đầu tư này tại ngày lập báo cáo.Biến động của dự phòng đầu tư tài chính dài hạn trong năm như sau: > Số dư cuối năm,Số dư cuối năm,,,,,,,,-,912,,,,,,,,,912.0
