row_label_raw,row_label_full,col_0,Thực phẩm và đồ uống,Thực phẩm và đồ uống_1,Nông nghiệp tiêu dùng,Nông nghiệp tiêu dùng_1,Kinh doanh khác,Kinh doanh khác_1,Tổng,Tổng_1,numeric__Thực phẩm và đồ uống,numeric__Thực phẩm và đồ uống_1,numeric__Nông nghiệp tiêu dùng,numeric__Nông nghiệp tiêu dùng_1,numeric__Kinh doanh khác,numeric__Kinh doanh khác_1,numeric__Tổng,numeric__Tổng_1
,,,2016Triệu VND,2015Triệu VND,2016Triệu VND,2015Triệu VND,2016Triệu VND,2015Triệu VND,2016Triệu VND,2015Triệu VND,,,,,,,,
Doanh thu của bộ phận,Doanh thu của bộ phận,Doanh thu của bộ phận,14.825.581,13.916.891,24.422.665,14.053.644,4.048.818,2.657.875,43.297.064,30.628.410,14825581.0,13916891.0,24422665.0,14053644.0,4048818.0,2657875.0,43297064.0,30628410.0
Lợi nhuận gộp của bộ phận,Lợi nhuận gộp của bộ phận,Lợi nhuận gộp của bộ phận,6.493.420,6.095.489,5.280.238,2.916.623,1.156.427,796.512,12.930.085,9.808.624,6493420.0,6095489.0,5280238.0,2916623.0,1156427.0,796512.0,12930085.0,9808624.0
Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,2.661.566,2.245.496,1.937.434,782.474,944.886,164.636,5.543.886,3.192.606,2661566.0,2245496.0,1937434.0,782474.0,944886.0,164636.0,5543886.0,3192606.0
Chi phí không phân bổ,Chi phí không phân bổ,Chi phí không phân bổ,,,,,,,(1.771.389),(665.356),,,,,,,-1771389.0,-665356.0
Lợi nhuận thuần,Lợi nhuận thuần,Lợi nhuận thuần,,,,,,,3.772.497,2.527.250,,,,,,,3772497.0,2527250.0
