row_label_raw,row_label_full,col_0,Tăng do mua,Tăng do mua_1,Tăng do mua_2,Cán trừ/phân loại,Cán trừ/phân loại_1,Cán trừ/phân loại_2,numeric__Tăng do mua,numeric__Tăng do mua_1,numeric__Tăng do mua_2,numeric__Cán trừ/phân loại,numeric__Cán trừ/phân loại_1,numeric__Cán trừ/phân loại_2
,,,1/1/2016Triệu VND,một công ty conTriệu VND,Phát sinhTriệu VND,Nộp/hoàn lạiTriệu VND,Triệu VND,31/12/2016Triệu VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,116.597,-,3.015.021,(572.402),(2.398.161),161.055,116597.0,,3015021.0,-572402.0,-2398161.0,161055.0
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,62.956,-,476.784,(487.251),-,52.489,62956.0,,476784.0,-487251.0,,52489.0
Thuế xuất nhập khẩuphải trả,Thuế xuất nhập khẩuphải trả,Thuế xuất nhập khẩuphải trả,-,-,363.681,(359.071),(4.610),-,,,363681.0,-359071.0,-4610.0,
Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,287.683,-,892.321,(895.387),(98),284.519,287683.0,,892321.0,-895387.0,-98.0,284519.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,31.682,111,172.263,(159.647),(2.413),41.996,31682.0,111.0,172263.0,-159647.0,-2413.0,41996.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,5.614,-,426.783,(425.194),(1.153),6.050,5614.0,,426783.0,-425194.0,-1153.0,6050.0
,,,504.532,111,5.346.853,(2.898.952),(2.406.435),546.109,504532.0,111.0,5346853.0,-2898952.0,-2406435.0,546109.0
