row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (“Techcombank”) (*),"31/12/2016 > % sở hữu > 19,5%","31/12/2016 > % quyền biểu quyết > 19,5%",31/12/2016 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 9.807.843,31/12/2016 > Dự phòng Triệu VND > -,31/12/2016 > Giá trị hợp lý Triệu VND > (**),"31/12/2016 > % sở hữu > 19,5%_1","1/1/2016 > % quyền biểu quyết > 19,5%",1/1/2016 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.838.067,1/1/2016 > Dự phòng Triệu VND > -,"numeric__31/12/2016 > % sở hữu > 19,5%","numeric__31/12/2016 > % quyền biểu quyết > 19,5%",numeric__31/12/2016 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 9.807.843,numeric__31/12/2016 > Dự phòng Triệu VND > -,numeric__31/12/2016 > Giá trị hợp lý Triệu VND > (**),"numeric__31/12/2016 > % sở hữu > 19,5%_1","numeric__1/1/2016 > % quyền biểu quyết > 19,5%",numeric__1/1/2016 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.838.067,numeric__1/1/2016 > Dự phòng Triệu VND > -
Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),"32,8%","32,8%",249.392,-,(**),"32,8%","32,8%",254.802,-,0.32799999999999996,0.32799999999999996,249392.0,,,0.32799999999999996,0.32799999999999996,254802.0,
Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),"25,0%","25,0%",9.299,-,(**),"25,0%","25,0%",8.954,-,0.25,0.25,9299.0,,,0.25,0.25,8954.0,
Công ty Cổ phần Lộc Khang (“Lộc Khang”),Công ty Cổ phần Lộc Khang (“Lộc Khang”),Công ty Cổ phần Lộc Khang (“Lộc Khang”),-,-,-,-,-,"26,2%","26,2%",5.016,-,,,,,,0.262,0.262,5016.0,
Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),"25,0%","25,0%",7.545,-,(**),"25,0%","25,0%",8.508,-,0.25,0.25,7545.0,,,0.25,0.25,8508.0,
"Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","21,3%","21,3%",9.487,-,(**),"21,3%","21,3%",8.802,-,0.213,0.213,9487.0,,,0.213,0.213,8802.0,
Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản (“Vissan”),"24,9%","24,9%",2.135.490,-,(**),-,-,-,-,0.249,0.249,2135490.0,,,,,,
,,,,,12.219.056,-,(**),,,9.124.149,-,,,12219056.0,,,,,9124149.0,
