row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016Triệu VND,1/1/2016Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__1/1/2016Triệu VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,52.726.413,44.740.654,300.0,,52726413.0,44740654.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,17.898.443,15.005.196,310.0,,17898443.0,15005196.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,,2.427.338,2.419.059,311.0,,2427338.0,2419059.0
Người mua trả tiền trước,NGUỒN VỐN > Người mua trả tiền trước,Người mua trả tiền trước,312,,86.812,139.989,312.0,,86812.0,139989.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,17,546.109,504.532,313.0,17.0,546109.0,504532.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,204.231,257.716,314.0,,204231.0,257716.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,18,3.456.392,2.875.921,315.0,18.0,3456392.0,2875921.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,19,2.527.993,398.473,319.0,19.0,2527993.0,398473.0
"Vay, trái phiếu và nợ thuê tài chính ngắn hạn","NGUỒN VỐN > Vay, trái phiếu và nợ thuê tài chính ngắn hạn","Vay, trái phiếu và nợ thuê tài chính ngắn hạn",320,20,8.618.340,8.366.625,320.0,20.0,8618340.0,8366625.0
Quỹ khen thưởng và phúc lợi,NGUỒN VỐN > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,,31.228,42.881,322.0,,31228.0,42881.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,34.827.970,29.735.458,330.0,,34827970.0,29735458.0
Phải trả người bán dài hạn,NGUỒN VỐN > Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,,88.335,75.845,331.0,,88335.0,75845.0
Chi phí phải trả dài hạn,NGUỒN VỐN > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,18,37.164,-,333.0,18.0,37164.0,
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,19,30.935,97.813,337.0,19.0,30935.0,97813.0
"Vay, trái phiếu và nợ thuê tài chính dài hạn","NGUỒN VỐN > Vay, trái phiếu và nợ thuê tài chính dài hạn","Vay, trái phiếu và nợ thuê tài chính dài hạn",338,20,32.472.398,27.253.112,338.0,20.0,32472398.0,27253112.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,15,1.573.844,1.692.753,341.0,15.0,1573844.0,1692753.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,21,625.294,615.935,342.0,21.0,625294.0,615935.0
