row_label_raw,row_label_full,col_0,Mã số,Phân loại lại,Đã trình bày trên báo cáo tài chính kỳ trước,numeric__Mã số,numeric__Phân loại lại,numeric__Đã trình bày trên báo cáo tài chính kỳ trước
Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,,,
Phải thu ngắn hạn của khách hàng,Băng cân đối kế toán hợp nhất > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,97.261.664.370,434.501.745.513,131.0,97261664370.0,434501745513.0
Phải thu dài hạn của khách hàng,Băng cân đối kế toán hợp nhất > Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,337.240.081.143,-,211.0,337240081143.0,
Trả trước cho người bán ngắn hạn,Băng cân đối kế toán hợp nhất > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,46.227.500.375,60.975.500.375,132.0,46227500375.0,60975500375.0
Trả trước cho người bán dài hạn,Băng cân đối kế toán hợp nhất > Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,14.748.000.000,-,212.0,14748000000.0,
