row_label_raw,row_label_full,col_0,Từ ngày 01/11/2018đến ngày 31/12/2018,numeric__Từ ngày 01/11/2018đến ngày 31/12/2018
,,,VND,
Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,24.246.287.317,24246287317.0
Lợi nhuận phân bổ cho cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ phiếu phổ thông,24.246.287.317,24246287317.0
Cổ phiếu phổ thông lưu hành bình quân trong kỳ,Cổ phiếu phổ thông lưu hành bình quân trong kỳ,Cổ phiếu phổ thông lưu hành bình quân trong kỳ,300.000.000,300000000.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,81,81.0
