row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,01/11/2018,01/11/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__01/11/2018,numeric__01/11/2018_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,275.373.548.384,-,496.168.339.742,-,275373548384.0,,496168339742.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.051.419.978.142,(13.862.880.491),1.076.456.538.752,-,1051419978142.0,-13862880491.0,1076456538752.0,
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,156.941.272.700,-,295.322.218.670,-,156941272700.0,,295322218670.0,
,,,1.483.734.799.226,(13.862.880.491),1.867.947.097.164,-,1483734799226.0,-13862880491.0,1867947097164.0,
,,,,,Giá trị ghi sổ kế toán,Giá trị ghi sổ kế toán,,,,
,,,,,31/12/2018VND,01/11/2018VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,848.800.000.000,636.996.000.000,,,848800000000.0,636996000000.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,1.239.629.201.809,1.232.302.344.025,,,1239629201809.0,1232302344025.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,213.376.422.326,199.280.358.642,,,213376422326.0,199280358642.0
,,,,,2.301.805.624.135,2.068.578.702.667,,,2301805624135.0,2068578702667.0
