row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/11/2018 > Giá trịVND,01/11/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/11/2018 > Giá trịVND,numeric__01/11/2018 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty TNHH Box - Pak,a) Ngắn hạn > - Công ty TNHH Box - Pak,- Công ty TNHH Box - Pak,-,-,7.728.207.850,-,,,7728207850.0,
- Công ty CP Thái Bình Dương Xanh,a) Ngắn hạn > - Công ty CP Thái Bình Dương Xanh,- Công ty CP Thái Bình Dương Xanh,-,-,5.427.783.460,-,,,5427783460.0,
- Công ty TNHH Đông Tuấn Việt Nam,a) Ngắn hạn > - Công ty TNHH Đông Tuấn Việt Nam,- Công ty TNHH Đông Tuấn Việt Nam,14.218.363.618,-,14.028.565.282,-,14218363618.0,,14028565282.0,
- Các khoản phải thu khác,a) Ngắn hạn > - Các khoản phải thu khác,- Các khoản phải thu khác,79.215.562.787,(1.643.850.000),70.077.107.778,-,79215562787.0,-1643850000.0,70077107778.0,
,,,93.433.926.405,(1.643.850.000),97.261.664.370,-,93433926405.0,-1643850000.0,97261664370.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty TNHH Phát Triển (*),b) Dài hạn > - Công ty TNHH Phát Triển (*),- Công ty TNHH Phát Triển (*),67.727.400.000,-,67.727.400.000,-,67727400000.0,,67727400000.0,
- Công Ty CP An Bình,b) Dài hạn > - Công Ty CP An Bình,- Công Ty CP An Bình,65.000.000.000,-,65.000.000.000,-,65000000000.0,,65000000000.0,
- Công Ty CP Bất Động Sản U&I,b) Dài hạn > - Công Ty CP Bất Động Sản U&I,- Công Ty CP Bất Động Sản U&I,204.512.681.143,-,204.512.681.143,-,204512681143.0,,204512681143.0,
,,,337.240.081.143,-,337.240.081.143,-,337240081143.0,,337240081143.0,
c) Phải thu khách hàng là các bên liên quan,b) Dài hạn > c) Phải thu khách hàng là các bên liên quan,c) Phải thu khách hàng là các bên liên quan,67.727.400.000,-,67.727.400.000,-,67727400000.0,,67727400000.0,
