row_label_raw,row_label_full,col_0,Từ ngày 01/11/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 31/10/2018,numeric__Từ ngày 01/11/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 31/10/2018
,,,VND,VND,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,
- Vốn góp đầu kỳ,Vốn đầu tư của chủ sở hữu > - Vốn góp đầu kỳ,- Vốn góp đầu kỳ,3.000.000.000.000,1.350.000.000.000,3000000000000.0,1350000000000.0
- Vốn góp tăng trong kỳ,Vốn đầu tư của chủ sở hữu > - Vốn góp tăng trong kỳ,- Vốn góp tăng trong kỳ,-,2.197.259.635.900,,2197259635900.0
- Vốn góp giảm trong kỳ,Vốn đầu tư của chủ sở hữu > - Vốn góp giảm trong kỳ,- Vốn góp giảm trong kỳ,-,(547.259.635.900),,-547259635900.0
- Vốn góp cuối kỳ,Vốn đầu tư của chủ sở hữu > - Vốn góp cuối kỳ,- Vốn góp cuối kỳ,3.000.000.000.000,3.000.000.000.000,3000000000000.0,3000000000000.0
"Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:",,
"- Cổ tức, lợi nhuận phải trả đầu kỳ","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận phải trả đầu kỳ","- Cổ tức, lợi nhuận phải trả đầu kỳ",1.083.181.968.957,690.863.107.861,1083181968957.0,690863107861.0
"- Cổ tức, lợi nhuận phải trả trong kỳ","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận phải trả trong kỳ","- Cổ tức, lợi nhuận phải trả trong kỳ",-,1.360.926.054.079,,1360926054079.0
"+ Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước","Cổ tức, lợi nhuận: > + Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước","+ Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước",-,1.360.926.054.079,,1360926054079.0
"- Cổ tức, lợi nhuận đã chi trả bằng tiền","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận đã chi trả bằng tiền","- Cổ tức, lợi nhuận đã chi trả bằng tiền",-,968.607.192.983,,968607192983.0
"+ Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước","Cổ tức, lợi nhuận: > + Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước","+ Cổ tức, lợi nhuận chia trên lợi nhuận kỳ trước",-,968.607.192.983,,968607192983.0
"- Cổ tức, lợi nhuận còn phải trả cuối kỳ","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận còn phải trả cuối kỳ","- Cổ tức, lợi nhuận còn phải trả cuối kỳ",1.083.181.968.957,1.083.181.968.957,1083181968957.0,1083181968957.0
