row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/11/2018 > Giá trịVND,01/11/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/11/2018 > Giá trịVND,numeric__01/11/2018 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty CP Hưng Vượng,a) Ngắn hạn > - Công ty CP Hưng Vượng,- Công ty CP Hưng Vượng,-,-,120.000.000.000,-,,,120000000000.0,
- Công ty CP May mặc Bình Dương,a) Ngắn hạn > - Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,-,-,27.000.000.000,-,,,27000000000.0,
- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),a) Ngắn hạn > - Công ty CP Đầu Tư và Phát Triển Tân Thành (1),- Công ty CP Đầu Tư và Phát Triển Tân Thành (1),107.347.102.061,-,98.347.102.061,-,107347102061.0,,98347102061.0,
- Công ty TNHH YCH-PROTRADE (2),a) Ngắn hạn > - Công ty TNHH YCH-PROTRADE (2),- Công ty TNHH YCH-PROTRADE (2),17.026.469.968,-,17.107.415.938,-,17026469968.0,,17107415938.0,
- Công ty CP Cao su Dầu Tiếng Việt Lảo (3),a) Ngắn hạn > - Công ty CP Cao su Dầu Tiếng Việt Lảo (3),- Công ty CP Cao su Dầu Tiếng Việt Lảo (3),13.000.000.000,-,13.000.000.000,-,13000000000.0,,13000000000.0,
- Công ty Điện lực Bình Dương (4),a) Ngắn hạn > - Công ty Điện lực Bình Dương (4),- Công ty Điện lực Bình Dương (4),9.145.999.999,-,9.145.999.999,-,9145999999.0,,9145999999.0,
- Đối tượng khác,a) Ngắn hạn > - Đối tượng khác,- Đối tượng khác,525.651.020,-,825.651.020,-,525651020.0,,825651020.0,
,,,147.045.223.048,-,285.426.169.018,-,147045223048.0,,285426169018.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty CP Du lịch D&M (5),b) Dài hạn > - Công ty CP Du lịch D&M (5),- Công ty CP Du lịch D&M (5),9.896.049.652,-,9.896.049.652,-,9896049652.0,,9896049652.0,
,,,9.896.049.652,-,9.896.049.652,-,9896049652.0,,9896049652.0,
c) Phải thu về cho vay là các bên liên quan,b) Dài hạn > c) Phải thu về cho vay là các bên liên quan,c) Phải thu về cho vay là các bên liên quan,137.373.572.029,-,275.454.517.999,-,137373572029.0,,275454517999.0,
