row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ ngày 01/11/2018 đến ngày 31/12/2018 > VND,Từ ngày 01/01/2018 đến ngày 31/10/2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ ngày 01/11/2018 đến ngày 31/12/2018 > VND,numeric__Từ ngày 01/01/2018 đến ngày 31/10/2018 > VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,25.998.123.940,1.106.896.888.087,,,25998123940.0,1106896888087.0
02,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,11.375.321.508,23.451.681.196,,,11375321508.0,23451681196.0
03,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,14.177.880.491,(14.462.391.737),,,14177880491.0,-14462391737.0
04,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,918.609.720,-,,,918609720.0,
05,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(56.192.627.042),(279.832.494.962),,,-56192627042.0,-279832494962.0
06,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,,8.341.388.461,46.402.141.393,,,8341388461.0,46402141393.0
10,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,4.618.697.078,882.455.823.977,,,4618697078.0,882455823977.0
11,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"Tăng, giảm các khoản phải thu",,(373.197.023.675),(291.645.942.402),,,-373197023675.0,-291645942402.0
12,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"Tăng, giảm hàng tồn kho",,(36.152.206.002),423.244.117.424,,,-36152206002.0,423244117424.0
