row_label_raw,row_label_full,col_0,col_1,01/11/2018 > Giá trịVND,01/11/2018 > Số có khả năngtrả nợVND,Trong kỳ > TăngVND,Trong kỳ > GiảmVND,31/12/2018 > Giá trịVND,31/12/2018 > Số có khả năngtrả nợVND,numeric__col_1,numeric__01/11/2018 > Giá trịVND,numeric__01/11/2018 > Số có khả năngtrả nợVND,numeric__Trong kỳ > TăngVND,numeric__Trong kỳ > GiảmVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Số có khả năngtrả nợVND
a),a),a),Vay ngắn hạn,636.996.000.000,636.996.000.000,697.040.000.000,485.236.000.000,848.800.000.000,848.800.000.000,,636996000000.0,636996000000.0,697040000000.0,485236000000.0,848800000000.0,848800000000.0
a),a),a),Vay ngắn hạn,476.996.000.000,476.996.000.000,697.040.000.000,445.236.000.000,728.800.000.000,728.800.000.000,,476996000000.0,476996000000.0,697040000000.0,445236000000.0,728800000000.0,728800000000.0
a),a),a),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV) - Chi nhánh Bình Dương\( ^{(1)} \),100.000.000.000,100.000.000.000,510.840.000.000,100.000.000.000,510.840.000.000,510.840.000.000,,100000000000.0,100000000000.0,510840000000.0,100000000000.0,510840000000.0,510840000000.0
a),a),a),- Ngân hàng TMCP Ngoại Thương Việt Nam - Chi Nhánh Bình Dương\( ^{(2)} \),1.996.000.000,1.996.000.000,56.200.000.000,35.236.000.000,22.960.000.000,22.960.000.000,,1996000000.0,1996000000.0,56200000000.0,35236000000.0,22960000000.0,22960000000.0
a),a),a),- Ngân Hàng TMCP Việt Á - Chi nhánh Tân Bình\( ^{(3)} \),-,-,130.000.000.000,10.000.000.000,120.000.000.000,120.000.000.000,,,,130000000000.0,10000000000.0,120000000000.0,120000000000.0
a),a),a),- Tinh Uỷ Bình Dương\( ^{(4)} \),75.000.000.000,75.000.000.000,-,-,75.000.000.000,75.000.000.000,,75000000000.0,75000000000.0,,,75000000000.0,75000000000.0
a),a),a),- Quỹ Đầu Tư Phát Triển tỉnh Bình Dương,300.000.000.000,300.000.000.000,-,300.000.000.000,-,-,,300000000000.0,300000000000.0,,300000000000.0,,
a),a),a),Vay dài hạn đến hạn trả,160.000.000.000,160.000.000.000,-,40.000.000.000,120.000.000.000,120.000.000.000,,160000000000.0,160000000000.0,,40000000000.0,120000000000.0,120000000000.0
a),a),a),- Quỹ Đầu Tư Phát Triển tỉnh Bình Dương\( ^{(5)} \),160.000.000.000,160.000.000.000,-,40.000.000.000,120.000.000.000,120.000.000.000,,160000000000.0,160000000000.0,,40000000000.0,120000000000.0,120000000000.0
a),a),a),,636.996.000.000,636.996.000.000,697.040.000.000,485.236.000.000,848.800.000.000,848.800.000.000,,636996000000.0,636996000000.0,697040000000.0,485236000000.0,848800000000.0,848800000000.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),Vay dài hạn,160.000.000.000,160.000.000.000,-,40.000.000.000,120.000.000.000,120.000.000.000,,160000000000.0,160000000000.0,,40000000000.0,120000000000.0,120000000000.0
b),b) > b),b),- Quỹ Đầu Tư Phát Triển tỉnh Bình Dương\( ^{(5)} \),160.000.000.000,160.000.000.000,-,40.000.000.000,120.000.000.000,120.000.000.000,,160000000000.0,160000000000.0,,40000000000.0,120000000000.0,120000000000.0
b),b) > b),b),,160.000.000.000,160.000.000.000,-,40.000.000.000,120.000.000.000,120.000.000.000,,160000000000.0,160000000000.0,,40000000000.0,120000000000.0,120000000000.0
b),b) > b),b),Vay dài hạn đến hạn trả trong vòng 12 tháng,(160.000.000.000),(160.000.000.000),-,(40.000.000.000),(120.000.000.000),(120.000.000.000),,-160000000000.0,-160000000000.0,,-40000000000.0,-120000000000.0,-120000000000.0
b),b),b),Vay dài hạn đến hạn trả sau 12 tháng,-,-,,,-,-,,,,,,,
c),c),c),Các khoản vay đối với các bên liên quan,,,,,,,,,,,,,
c),c),c),,,Mối quan hệ,31/12/2018,31/12/2018,01/11/2018,01/11/2018,,,,,,,
c),c),c),,,,GốcVND,LãiVND,GốcVND,LãiVND,,,,,,,
c),c) > c),c),- Tinh Uỷ Bình Dương,,Cổ đông Nhà nước,75.000.000.000,889.583.333,75.000.000.000,-,,,,75000000000.0,889583333.0,75000000000.0,
c),c) > c),c),,,,75.000.000.000,889.583.333,75.000.000.000,-,,,,75000000000.0,889583333.0,75000000000.0,
