row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,275.373.548.384,-,-,275.373.548.384,275373548384.0,,,275373548384.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",412.198.925.674,625.358.171.977,-,1.037.557.097.651,412198925674.0,625358171977.0,,1037557097651.0
Các khoản cho vay,Tại ngày 31/12/2018 > Các khoản cho vay,Các khoản cho vay,147.045.223.048,9.896.049.652,-,156.941.272.700,147045223048.0,9896049652.0,,156941272700.0
,,,834.617.697.106,635.254.221.629,-,1.469.871.918.735,834617697106.0,635254221629.0,,1469871918735.0
Tại ngày 01/11/2018,Tại ngày 01/11/2018,Tại ngày 01/11/2018,Tại ngày 01/11/2018,Tại ngày 01/11/2018,Tại ngày 01/11/2018,Tại ngày 01/11/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/11/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,496.168.339.742,-,-,496.168.339.742,496168339742.0,,,496168339742.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/11/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",416.835.454.963,659.621.083.789,-,1.076.456.538.752,416835454963.0,659621083789.0,,1076456538752.0
Các khoản cho vay,Tại ngày 01/11/2018 > Các khoản cho vay,Các khoản cho vay,285.426.169.018,9.896.049.652,-,295.322.218.670,285426169018.0,9896049652.0,,295322218670.0
,,,1.198.429.963.723,669.517.133.441,-,1.867.947.097.164,1198429963723.0,669517133441.0,,1867947097164.0
