row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/11/2018 > Giá trịVND,01/11/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/11/2018 > Giá trịVND,numeric__01/11/2018 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về cổ phần hóa,a) Ngắn hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,4.087.245.620,-,1.546.109.154,-,4087245620.0,,1546109154.0,
- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,a) Ngắn hạn > - Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,6.600.000.000,(6.600.000.000),6.600.000.000,-,6600000000.0,-6600000000.0,6600000000.0,
- Phải thu Ông Huỳnh Văn Nghi,a) Ngắn hạn > - Phải thu Ông Huỳnh Văn Nghi,- Phải thu Ông Huỳnh Văn Nghi,1.200.000.000,(1.200.000.000),1.200.000.000,-,1200000000.0,-1200000000.0,1200000000.0,
- Phải thu lãi cho vay,a) Ngắn hạn > - Phải thu lãi cho vay,- Phải thu lãi cho vay,10.239.259.526,-,9.079.084.027,-,10239259526.0,,9079084027.0,
- Phải thu về tạm ứng (1),a) Ngắn hạn > - Phải thu về tạm ứng (1),- Phải thu về tạm ứng (1),214.693.423.962,(3.631.479.471),209.298.172.769,-,214693423962.0,-3631479471.0,209298172769.0,
"- Các khoản thế chấp, ký quỹ","a) Ngắn hạn > - Các khoản thế chấp, ký quỹ","- Các khoản thế chấp, ký quỹ",236.729.085,-,223.729.085,-,236729085.0,,223729085.0,
- Phải thu quỹ khen thưởng phúc lợi,a) Ngắn hạn > - Phải thu quỹ khen thưởng phúc lợi,- Phải thu quỹ khen thưởng phúc lợi,160.000.000,-,-,-,160000000.0,,,
"- Phải thu cổ tức, lợi nhuận được chia","a) Ngắn hạn > - Phải thu cổ tức, lợi nhuận được chia","- Phải thu cổ tức, lợi nhuận được chia",93.708.144.000,-,90.000.000.000,-,93708144000.0,,90000000000.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,1.703.077.567,(261.900.000),1.626.695.558,-,1703077567.0,-261900000.0,1626695558.0,
,,,332.627.879.760,(11.693.379.471),319.573.790.593,-,332627879760.0,-11693379471.0,319573790593.0,
