row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2018,Tại ngày 01/01/2018,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2018,numeric__Tại ngày 01/01/2018
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,11.327.662.697.127,10.454.555.666.144,200.0,,11327662697127.0,10454555666144.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,111.893.647.172,100.588.647.131,210.0,,111893647172.0,100588647131.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,4.3,84.540.000,2.920.351.920,211.0,43.0,84540000.0,2920351920.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,451.959.047,200.000.000,212.0,,451959047.0,200000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,4.5,117.917.766.525,104.570.689.111,216.0,45.0,117917766525.0,104570689111.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,4.6,(6.560.618.400),(7.102.393.900),219.0,46.0,-6560618400.0,-7102393900.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.822.005.324.558,4.170.233.396.427,220.0,,4822005324558.0,4170233396427.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,4.436.619.837.918,3.771.624.830.144,221.0,48.0,4436619837918.0,3771624830144.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,7.429.927.044.910,6.454.083.733.690,222.0,,7429927044910.0,6454083733690.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(2.993.307.206.992),(2.682.458.903.546),223.0,,-2993307206992.0,-2682458903546.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,385.385.486.640,398.608.566.283,227.0,49.0,385385486640.0,398608566283.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,492.125.236.973,496.340.553.819,228.0,,492125236973.0,496340553819.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(106.739.750.333),(97.731.987.536),229.0,,-106739750333.0,-97731987536.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,2.367.908.484.131,1.898.102.124.573,230.0,410.0,2367908484131.0,1898102124573.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,3.510.586.092.520,2.899.694.433.376,231.0,,3510586092520.0,2899694433376.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(1.142.677.608.389),(1.001.592.308.803),232.0,,-1142677608389.0,-1001592308803.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.520.921.308.675,2.991.659.747.867,240.0,,2520921308675.0,2991659747867.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,4.11,8.991.454.806,354.985.313.925,241.0,411.0,8991454806.0,354985313925.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,4.12,2.511.929.853.869,2.636.674.433.942,242.0,412.0,2511929853869.0,2636674433942.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,703.004.044.409,633.514.261.898,250.0,,703004044409.0,633514261898.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,4.2,280.468.198.560,359.716.342.318,252.0,42.0,280468198560.0,359716342318.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,4.2,226.328.873.280,227.349.953.280,253.0,42.0,226328873280.0,227349953280.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(2.793.027.431),(3.552.033.700),254.0,,-2793027431.0,-3552033700.0
4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,255,4.2,199.000.000.000,50.000.000.000,255.0,42.0,199000000000.0,50000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,801.929.888.182,660.457.488.248,260.0,,801929888182.0,660457488248.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.13,779.605.513.002,635.694.791.772,261.0,413.0,779605513002.0,635694791772.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,5.10,22.324.375.180,24.762.696.476,262.0,510.0,22324375180.0,24762696476.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,16.983.773.259.663,15.834.626.169.166,270.0,,16983773259663.0,15834626169166.0
