row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2018,Tại ngày 01/01/2018,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2018,numeric__Tại ngày 01/01/2018
C. Nợ PHẢI TRẢ,C. Nợ PHẢI TRẢ,C. Nợ PHẢI TRẢ,300,,10.083.231.463.437,9.118.316.718.010,300.0,,10083231463437.0,9118316718010.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.004.580.344.229,2.727.067.949.062,310.0,,3004580344229.0,2727067949062.0
1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,311,4.14,419.294.550.090,513.485.274.824,311.0,414.0,419294550090.0,513485274824.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.15,943.023.788.658,256.908.083.040,312.0,415.0,943023788658.0,256908083040.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.16,60.589.642.169,36.544.653.125,313.0,416.0,60589642169.0,36544653125.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.17,109.635.987.348,102.745.592.257,314.0,417.0,109635987348.0,102745592257.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,4.18,110.440.086.098,116.289.655.113,315.0,418.0,110440086098.0,116289655113.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,4.19,130.197.257.493,113.921.423.168,318.0,419.0,130197257493.0,113921423168.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.20,298.301.992.503,318.334.948.951,319.0,420.0,298301992503.0,318334948951.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,4.21,778.492.038.204,1.131.856.513.601,320.0,421.0,778492038204.0,1131856513601.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,13.973.160.392,14.051.992.980,321.0,,13973160392.0,14051992980.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,4.22,140.631.841.274,122.929.812.003,322.0,422.0,140631841274.0,122929812003.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,7.078.651.119.208,6.391.248.768.948,330.0,,7078651119208.0,6391248768948.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,4.15,4.149.220.218,8.026.078.158,332.0,415.0,4149220218.0,8026078158.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,4.18,375.645.910.805,280.082.300.410,333.0,418.0,375645910805.0,280082300410.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,4.19,3.346.344.718.215,3.261.041.237.181,336.0,419.0,3346344718215.0,3261041237181.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,4.20,192.785.852.527,344.638.611.025,337.0,420.0,192785852527.0,344638611025.0
5. Vay và nợ thuê tài chính dài hạn,5. Vay và nợ thuê tài chính dài hạn,5. Vay và nợ thuê tài chính dài hạn,338,4.21,3.157.612.658.020,2.495.748.597.365,338.0,421.0,3157612658020.0,2495748597365.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,,2.112.759.423,1.711.944.809,342.0,,2112759423.0,1711944809.0
