row_label_raw,row_label_full,col_0,Tại ngày31/12/2018VND,Tại ngày01/01/2018VND,numeric__Tại ngày31/12/2018VND,numeric__Tại ngày01/01/2018VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
"Nhận ký quỹ, ký cược ngắn hạn","Ngắn hạn: > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",120.650.440.921,63.088.580.390,120650440921.0,63088580390.0
Phải trả ngân sách Nhà nước,Ngắn hạn: > Phải trả ngân sách Nhà nước,Phải trả ngân sách Nhà nước,47.783.417.263,47.783.417.263,47783417263.0,47783417263.0
"Cổ tức, lợi nhuận phải trả","Ngắn hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",19.071.462.721,17.129.685.550,19071462721.0,17129685550.0
Phải trả chi phí đến bù giải tỏa,Ngắn hạn: > Phải trả chi phí đến bù giải tỏa,Phải trả chi phí đến bù giải tỏa,7.860.195.000,7.854.195.000,7860195000.0,7854195000.0
Phải trả dự án Tam An,Ngắn hạn: > Phải trả dự án Tam An,Phải trả dự án Tam An,10.504.768.166,-,10504768166.0,
"Kinh phí công đoàn, Bảo hiểm xã hội,Bảo hiểm y tế, Bảo hiểm thất nghiệp","Ngắn hạn: > Kinh phí công đoàn, Bảo hiểm xã hội,Bảo hiểm y tế, Bảo hiểm thất nghiệp","Kinh phí công đoàn, Bảo hiểm xã hội,Bảo hiểm y tế, Bảo hiểm thất nghiệp",2.373.931.075,2.331.971.193,2373931075.0,2331971193.0
Phải trả khác về công trình xây dựng,Ngắn hạn: > Phải trả khác về công trình xây dựng,Phải trả khác về công trình xây dựng,-,52.796.069.623,,52796069623.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",90.057.777.357,127.351.029.932,90057777357.0,127351029932.0
Cộng,Ngắn hạn: > Cộng,Cộng,298.301.992.503,318.334.948.951,298301992503.0,318334948951.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
"Nhận ký quỹ, ký cược dài hạn","Dài hạn: > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",78.408.654.215,73.370.561.124,78408654215.0,73370561124.0
Phí sử dụng mặt bằng công nghiệp Khu côngnghiệp Giang Điền,Dài hạn: > Phí sử dụng mặt bằng công nghiệp Khu côngnghiệp Giang Điền,Phí sử dụng mặt bằng công nghiệp Khu côngnghiệp Giang Điền,45.168.301.770,,45168301770.0,
Phải trả nhà thầu Kumho - Dự án Thiện Tânggiai đoạn 2,Dài hạn: > Phải trả nhà thầu Kumho - Dự án Thiện Tânggiai đoạn 2,Phải trả nhà thầu Kumho - Dự án Thiện Tânggiai đoạn 2,33.127.249.852,225.344.268.369,33127249852.0,225344268369.0
Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏngMiền Nam tiền hỗ trợ giải phóng mặt bằng,Dài hạn: > Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏngMiền Nam tiền hỗ trợ giải phóng mặt bằng,Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏngMiền Nam tiền hỗ trợ giải phóng mặt bằng,16.530.632.897,16.530.632.897,16530632897.0,16530632897.0
"Các khoản phải trả, phải nộp khác","Dài hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",19.551.013.793,29.393.148.635,19551013793.0,29393148635.0
Cộng,Dài hạn: > Cộng,Cộng,192.785.852.527,344.638.611.025,192785852527.0,344638611025.0
