row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm,Năm 2018VND > 122.929.812.003 > 90.014.714.532,Năm 2017VND > 106.911.919.469 > 79.730.589.310,numeric__Năm 2018VND > 122.929.812.003 > 90.014.714.532,numeric__Năm 2017VND > 106.911.919.469 > 79.730.589.310
Tăng khác,Tăng khác,Tăng khác,88.790.000,-,88790000.0,
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(72.065.475.261),(63.712.696.776),-72065475261.0,-63712696776.0
Giảm khác,Giảm khác,Giảm khác,(336.000.000),-,-336000000.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,140.631.841.274,122.929.812.003,140631841274.0,122929812003.0
