row_label_raw,row_label_full,col_0,Tại ngày 31/12/2018VND > Giá gốc,Tại ngày 31/12/2018VND > Giá trịcó thể thu hồi,Tại ngày 01/01/2018VND > Giá gốc,Tại ngày 01/01/2018VND > Giá trịCó thể thu hồi,numeric__Tại ngày 31/12/2018VND > Giá gốc,numeric__Tại ngày 31/12/2018VND > Giá trịcó thể thu hồi,numeric__Tại ngày 01/01/2018VND > Giá gốc,numeric__Tại ngày 01/01/2018VND > Giá trịCó thể thu hồi
Khu quy hoạchPhường BửuLong - Khu 2,Khu quy hoạchPhường BửuLong - Khu 2,Khu quy hoạchPhường BửuLong - Khu 2,-,-,236.260.992.908,236.260.992.908,,,236260992908.0,236260992908.0
Khu quy hoạchPhường BửuLong - Khu 3,Khu quy hoạchPhường BửuLong - Khu 3,Khu quy hoạchPhường BửuLong - Khu 3,-,-,102.923.746.282,102.923.746.282,,,102923746282.0,102923746282.0
Các dự án khác,Các dự án khác,Các dự án khác,8.991.454.806,8.991.454.806,15.800.574.735,15.800.574.735,8991454806.0,8991454806.0,15800574735.0,15800574735.0
Cộng,Cộng,Cộng,8.991.454.806,8.991.454.806,354.985.313.925,354.985.313.925,8991454806.0,8991454806.0,354985313925.0,354985313925.0
