row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,1.566.595.898.665,1.269.476.156.584,1566595898665.0,1269476156584.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.464.641.873.878,1.304.537.820.863,1464641873878.0,1304537820863.0
Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,170.169.242.023,169.640.825.852,170169242023.0,169640825852.0
Doanh thu kinh doanh bất động sản,Doanh thu kinh doanh bất động sản,Doanh thu kinh doanh bất động sản,19.522.159.341,191.063.068.035,19522159341.0,191063068035.0
Doanh thu cho thuê đất và cơ sở hạ tầng,Doanh thu cho thuê đất và cơ sở hạ tầng,Doanh thu cho thuê đất và cơ sở hạ tầng,,,,
Khu công nghiệp,Doanh thu cho thuê đất và cơ sở hạ tầng > Khu công nghiệp,Khu công nghiệp,833.250.740.991,649.956.592.126,833250740991.0,649956592126.0
Doanh thu kinh doanh nhà và hạ tầng,Doanh thu cho thuê đất và cơ sở hạ tầng > Doanh thu kinh doanh nhà và hạ tầng,Doanh thu kinh doanh nhà và hạ tầng,109.925.071.708,108.528.513.681,109925071708.0,108528513681.0
Doanh thu khác,Doanh thu cho thuê đất và cơ sở hạ tầng > Doanh thu khác,Doanh thu khác,150.499.386.636,95.343.459.536,150499386636.0,95343459536.0
Các khoản giảm trừ doanh thu,Doanh thu cho thuê đất và cơ sở hạ tầng > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(231.475.448),(1.128.096.195),-231475448.0,-1128096195.0
Tổng cộng,Doanh thu cho thuê đất và cơ sở hạ tầng > Tổng cộng,Tổng cộng,4.314.372.897.794,3.787.418.340.482,4314372897794.0,3787418340482.0
"Trong đó, doanh thu bán hàng và cung cấp dịch vụcho các bên liên quan - Xem thêm mục 8","Doanh thu cho thuê đất và cơ sở hạ tầng > Trong đó, doanh thu bán hàng và cung cấp dịch vụcho các bên liên quan - Xem thêm mục 8","Trong đó, doanh thu bán hàng và cung cấp dịch vụcho các bên liên quan - Xem thêm mục 8",2.487.018.457,2.467.075.637,2487018457.0,2467075637.0
