row_label_raw,row_label_full,col_0,Tại ngày 31/12/2018VND,Tại ngày 31/12/2018VND_1,Tại ngày 31/12/2018VND_2,Tại ngày 01/01/2018VND,Tại ngày 01/01/2018VND_1,Tại ngày 01/01/2018VND_2,numeric__Tại ngày 31/12/2018VND,numeric__Tại ngày 31/12/2018VND_1,numeric__Tại ngày 31/12/2018VND_2,numeric__Tại ngày 01/01/2018VND,numeric__Tại ngày 01/01/2018VND_1,numeric__Tại ngày 01/01/2018VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
"Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:","Đầu tư vào công ty liên doanh, liên kết:",,,,,,
Công ty Cổ phần Đầu tư quốc lộ 91 Cần Thơ - An Giang,"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần Đầu tư quốc lộ 91 Cần Thơ - An Giang",Công ty Cổ phần Đầu tư quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,110.782.294.480,"39,72%",112.000.000.000,111.695.865.261,0.3972,112000000000.0,110782294480.0,0.3972,112000000000.0,111695865261.0
Công ty TNHH Berjaya D2D,"Đầu tư vào công ty liên doanh, liên kết: > Công ty TNHH Berjaya D2D",Công ty TNHH Berjaya D2D,,-,-,"14,49%",83.676.726.251,80.217.839.481,,,,0.1449,83676726251.0,80217839481.0
Công ty Cổ phần BOT 319 Cường Thuận CTI (*),"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI (*)",Công ty Cổ phần BOT 319 Cường Thuận CTI (*),"20,74%",42.000.000.000,42.000.000.000,"20,74%",42.000.000.000,42.000.000.000,0.20739999999999997,42000000000.0,42000000000.0,0.20739999999999997,42000000000.0,42000000000.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Đầu tư vào công ty liên doanh, liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi",Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,32.070.577.483,"40,00%",33.436.575.595,32.549.560.030,0.4,33436575595.0,32070577483.0,0.4,33436575595.0,32549560030.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai",Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"22,95%",13.500.000.000,13.637.782.416,"22,95%",13.500.000.000,14.078.733.955,0.22949999999999998,13500000000.0,13637782416.0,0.22949999999999998,13500000000.0,14078733955.0
Công ty Cổ phần Cấp nước Gia Tân,"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần Cấp nước Gia Tân",Công ty Cổ phần Cấp nước Gia Tân,"16,00%",15.000.000.000,15.351.191.274,"16,00%",15.000.000.000,14.958.882.119,0.16,15000000000.0,15351191274.0,0.16,15000000000.0,14958882119.0
Công ty Cổ phần Xây dựng Đồng Nai,"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần Xây dựng Đồng Nai",Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",12.556.802.285,13.806.932.349,"40,00%",12.662.870.951,13.962.967.046,0.4,12556802285.0,13806932349.0,0.4,12662870951.0,13962967046.0
Công ty Cổ phần Sơn Đồng Nai,"Đầu tư vào công ty liên doanh, liên kết: > Công ty Cổ phần Sơn Đồng Nai",Công ty Cổ phần Sơn Đồng Nai,"30,00%",10.295.294.400,10.729.632.856,"30,00%",10.295.294.400,10.036.879.754,0.3,10295294400.0,10729632856.0,0.3,10295294400.0,10036879754.0
