row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,131.835.143.862,180.361.241.263,131835143862.0,180361241263.0
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",440.683.769.466,449.815.032.318,440683769466.0,449815032318.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",4.439.564.824,6.708.441.575,4439564824.0,6708441575.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,169.891.723.048,631.438.910.882,169891723048.0,631438910882.0
Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),Chi phí sản xuất kinh doanh dở dang hoạt động bất động sản (*),158.606.471.741,623.727.243.806,158606471741.0,623727243806.0
Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,Chi phí sản xuất kinh doanh dở dang hoạt động sản xuất thức ăn chăn nuôi,11.285.251.307,7.711.667.076,11285251307.0,7711667076.0
Thành phẩm,Thành phẩm,Thành phẩm,273.652.022.183,290.080.154.339,273652022183.0,290080154339.0
Thành phẩm hoạt động kinh doanh bất động sản - Dự án Khu đô thị Đến Đô,Thành phẩm hoạt động kinh doanh bất động sản - Dự án Khu đô thị Đến Đô,Thành phẩm hoạt động kinh doanh bất động sản - Dự án Khu đô thị Đến Đô,259.241.378.510,256.361.583.418,259241378510.0,256361583418.0
Thành phẩm hoạt động sản xuất thức ăn chăn nuôi,Thành phẩm hoạt động sản xuất thức ăn chăn nuôi,Thành phẩm hoạt động sản xuất thức ăn chăn nuôi,14.410.643.673,33.718.570.921,14410643673.0,33718570921.0
Hàng hóa,Hàng hóa,Hàng hóa,37.599.315.595,13.552.932.078,37599315595.0,13552932078.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.058.101.538.978,1.571.956.712.455,1058101538978.0,1571956712455.0
