row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,360.223.819.498,268.642.627.489,360223819498.0,268642627489.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,360.223.819.498,268.642.627.489,360223819498.0,268642627489.0
