row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
33,33,33,Tiền thu từ đi vay và nợ thuê tài chính,,4.131.474.729.207(3.817.530.310.405),3.905.987.966.314(3.634.448.399.957),,,,
34,34,34,Tiền chi trả nợ gốc vay,,4.131.474.729.207(3.817.530.310.405),3.905.987.966.314(3.634.448.399.957),,,,
35,34 > 35,35,Tiền chi trả nợ gốc thuê tài chính,,(55.359.979.738),(35.231.777.569),,,-55359979738.0,-35231777569.0
36,34 > 36,36,Cổ tức đã trả cho chủ sở hữu,22.2,(36.524.267.075),(125.483.846.000),,222.0,-36524267075.0,-125483846000.0
40,34 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,222.060.171.989,110.823.942.788,,,222060171989.0,110823942788.0
50,34 > 50,50,Lưu chuyển tiền thuần trong năm,,125.520.134.682,(125.104.810.497),,,125520134682.0,-125104810497.0
60,34 > 60,60,Tiền và tương đương tiền đầu năm,,133.182.185.188,258.286.092.885,,,133182185188.0,258286092885.0
61,34 > 61,61,Ảnh hưởng của thay đổi tỷ giả hối đoái quy đổi ngoại tệ,,(5.617.946),902.800,,,-5617946.0,902800.0
70,34 > 70,70,Tiền và tương đương tiền cuối năm,4,258.696.701.924,133.182.185.188,,4.0,258696701924.0,133182185188.0
