row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,85.253.168.479,63.926.868.748,85253168479.0,63926868748.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",2.596.813.000,2.339.363.000,2596813000.0,2339363000.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,51.393.820.492,27.889.357.436,51393820492.0,27889357436.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,5.708.071.583,5.016.966.313,5708071583.0,5016966313.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,8.598.170.000,11.008.770.055,8598170000.0,11008770055.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,16.956.293.404,17.672.411.944,16956293404.0,17672411944.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,81.958.094.569,66.126.022.204,81958094569.0,66126022204.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,9.874.225.650,6.937.250.572,9874225650.0,6937250572.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,20.871.827.504,20.123.356.266,20871827504.0,20123356266.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,8.643.037.223,7.100.927.186,8643037223.0,7100927186.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,32.555.210.038,27.128.914.990,32555210038.0,27128914990.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,10.013.794.154,4.835.573.190,10013794154.0,4835573190.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,167.211.263.048,130.052.890.952,167211263048.0,130052890952.0
