row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,4.721.229.699.499,4.476.957.353.063,4721229699499.0,4476957353063.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.770.483.432.427,3.623.647.810.531,3770483432427.0,3623647810531.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",946.317.415.254,852.778.492.532,946317415254.0,852778492532.0
Doanh thu dịch vụ xây lắp,Trong đó > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,4.428.851.818,531.050.000,4428851818.0,531050000.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(101.806.310.557),(53.586.733.720),-101806310557.0,-53586733720.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(93.895.727.662),(47.652.284.802),-93895727662.0,-47652284802.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(7.910.582.895),(5.934.448.918),-7910582895.0,-5934448918.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,4.619.423.388.942,4.423.370.619.343,4619423388942.0,4423370619343.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,3.668.677.121.870,3.570.061.076.811,3668677121870.0,3570061076811.0
Doanh thu bán hàng hóa,Trong đó > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,946.317.415.254,852.778.492.532,946317415254.0,852778492532.0
Doanh thu dịch vụ xây lắp,Trong đó > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,4.428.851.818,531.050.000,4428851818.0,531050000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,2.996.366.323.523,2.713.148.409.675,2996366323523.0,2713148409675.0
Doanh thu đối với bên liên quan(Thuyết minh số 30),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 30),Doanh thu đối với bên liên quan(Thuyết minh số 30),1.623.057.065.419,1.710.222.209.668,1623057065419.0,1710222209668.0
