row_label_raw,row_label_full,Đầu tư vào các công ty con (Thuyết minh số 14.1) > Đầu tư vào công ty liên kết (Thuyết minh số 14.2),Giá trị ghi số (*) > Số cuối năm > 456.592.003.947 > 20.000.000.000,Giá trị ghi số (*) > Số đầu năm > 427.592.003.947 > -,numeric__Giá trị ghi số (*) > Số cuối năm > 456.592.003.947 > 20.000.000.000,numeric__Giá trị ghi số (*) > Số đầu năm > 427.592.003.947 > -
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,(90.956.498.661),(88.126.266.363),-90956498661.0,-88126266363.0
SỐ DỰ THUÀN,SỐ DỰ THUÀN,SỐ DỰ THUÀN,385.635.505.286,339.465.737.584,385635505286.0,339465737584.0
