row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,4.372.454.856.309,3.664.244.227.908,,300.0,,4372454856309.0,3664244227908.0
I.,I.,I.,Nợ ngắn hạn,310,,2.280.470.410.914,1.840.148.365.860,,310.0,,2280470410914.0,1840148365860.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,1.098.434.402.376,246.415.230.467,,311.0,,1098434402376.0,246415230467.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,8.884.855.245,5.503.401.860,,312.0,,8884855245.0,5503401860.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,9.135.119.299,72.162.661.537,,313.0,,9135119299.0,72162661537.0
4.,4.,4.,Phải trả người lao động,314,V.17,5.452.670.296,2.823.152.342,,314.0,,5452670296.0,2823152342.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18a,272.483.241.883,409.501.749.385,,315.0,,272483241883.0,409501749385.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,514.816.743.852,384.607.082.588,,319.0,,514816743852.0,384607082588.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,365.837.118.335,716.754.048.744,,320.0,,365837118335.0,716754048744.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,5.426.259.628,2.381.038.937,,322.0,,5426259628.0,2381038937.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,2.091.984.445.395,1.824.095.862.048,,330.0,,2091984445395.0,1824095862048.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,403.982.110.500,349.565.275.500,,331.0,,403982110500.0,349565275500.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,V.18b,181.223.668.189,185.120.066.279,,333.0,,181223668189.0,185120066279.0
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.22,8.418.353.180,31.342.625.910,,336.0,,8418353180.0,31342625910.0
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,4.110.313.526,2.370.911.118,,337.0,,4110313526.0,2370911118.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,1.494.250.000.000,1.255.696.983.241,,338.0,,1494250000000.0,1255696983241.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
